City,Label,Month,Year,Date,Day of Week,Area,SQKM,Count_000,Count_010,Count_015
Poltava,nov_2019_23,11,2019,11/23/2019 9:11,5,0.023115418,170.2024165,79551,10594,4831
Poltava,oct_2019_08,10,2019,10/8/2019 9:07,1,0.023115418,170.2024164,236884,47666,28325
Poltava,oct_2019_15,10,2019,10/15/2019 9:18,1,0.017779918,132.5791121,107802,21115,12847
Poltava,oct_2019_20,10,2019,10/20/2019 8:58,6,0.011555724,85.98424915,90670,17941,10150
Porubne,apr_2022_01,4,2022,4/1/2022 9:15,4,0.020807475,165.8604845,12751,1281,620
Porubne,apr_2022_15,4,2022,4/15/2022 9:24,4,0.017986392,143.692397,48465,2638,740
Porubne,apr_2022_21,4,2022,4/21/2022 9:26,3,0.014664588,118.2936284,121611,12901,3222
Porubne,feb_2021_04,2,2021,2/4/2021 9:37,3,0.00045226,3.546115522,405,12,0
Porubne,feb_2021_26,2,2021,2/26/2021 9:26,4,0.001122167,8.704947449,3407,478,109
Porubne,mar_2019_01,3,2019,3/1/2019 9:42,4,0.000736296,5.853385317,543,55,22
Porubne,mar_2019_03,3,2019,3/3/2019 9:30,6,0.000885126,7.06938426,3956,458,50
Porubne,mar_2019_10,3,2019,3/10/2019 9:10,6,0.022248835,177.0830003,32874,2738,626
Porubne,mar_2022_15,3,2022,3/15/2022 9:46,1,0.004510396,36.296107,13205,1578,493
Porubne,mar_2022_29,3,2022,3/29/2022 9:06,1,0.021425619,168.3150167,60954,5740,1116
Porubne,mar_2022_30,3,2022,3/30/2022 9:42,2,0.027126596,215.8199728,19068,296,90
Porubne,may_2020_01,5,2020,5/1/2020 9:18,4,0.012917309,103.3626405,33101,3640,914
Porubne,may_2022_15,5,2022,5/15/2022 9:04,6,0.017949195,145.3214845,98957,7796,2118
Porubne,sep_2019_02,9,2019,9/2/2019 9:31,0,0.012282666,97.11419436,30922,2625,768
Porubne,sep_2020_25,9,2020,9/25/2020 9:05,4,0.016136174,128.9441989,17497,1660,467
Rava-Ruska,apr_2020_23,4,2020,4/23/2020 9:14,3,0.004113283,31.73960872,7474,563,118
Rava-Ruska,feb_2021_26,2,2021,2/26/2021 9:24,4,0.014711959,111.9378946,28558,1210,201
Rava-Ruska,jan_2020_07,1,2020,1/7/2020 9:54,1,0.01859172,134.4771938,25051,1195,157
Rava-Ruska,jan_2020_13,1,2020,1/13/2020 9:45,0,0.017505404,128.3462026,51583,2458,882
Rava-Ruska,jan_2020_15,1,2020,1/15/2020 9:35,2,0.015664597,119.3970313,19992,1015,198
Rava-Ruska,jan_2022_29,1,2022,1/29/2022 9:39,5,0.013769683,105.5330371,86704,7763,1520
Rava-Ruska,mar_2022_18,3,2022,3/18/2022 9:45,4,0.018175542,132.4895634,22950,1960,704
Rava-Ruska,mar_2022_23,3,2022,3/23/2022 9:59,2,0.000704041,5.430152814,496,53,17
Rava-Ruska,mar_2022_28,3,2022,3/28/2022 9:49,0,0.012716277,97.46173914,37315,5230,2653
Rava-Ruska,may_2022_17,5,2022,5/17/2022 9:36,1,0.008330364,63.87237109,21711,1911,682
Rava-Ruska,may_2022_18,5,2022,5/18/2022 9:51,2,0.007879297,59.73218069,9060,462,154
Reni,apr_2021_05,4,2021,4/5/2021 9:26,0,0.004839488,40.20485558,8847,670,119
Reni,aug_2019_17,8,2019,8/17/2019 9:21,5,0.015083689,127.6306288,36642,3217,960
Reni,aug_2020_01,8,2020,8/1/2020 9:23,5,0.004503747,36.76912536,26591,1404,299
Reni,aug_2020_07,8,2020,8/7/2020 9:09,4,0.032941574,264.9110724,138701,13801,2044
Reni,dec_2019_06,12,2019,12/6/2019 9:34,4,0.000519672,4.357700377,778,71,25
Reni,dec_2020_31,12,2020,12/31/2020 9:19,3,0.018549557,154.4335163,6332,296,65
Reni,feb_2020_08,2,2020,2/8/2020 9:13,5,0.001096389,9.132273928,1059,68,24
Reni,feb_2021_26,2,2021,2/26/2021 9:15,4,0.012608241,104.2878269,20974,939,370
Reni,jul_2021_28,7,2021,7/28/2021 9:17,2,0.011949411,100.2912851,96526,4658,880
Reni,jun_2019_23,6,2019,6/23/2019 9:09,6,0.002242995,18.94552409,27191,1772,308
Reni,jun_2021_07,6,2021,6/7/2021 9:04,0,0.001668422,13.97638983,4945,307,50
Reni,mar_2022_18,3,2022,3/18/2022 9:07,4,0.014664788,122.2472756,5267,288,26
Reni,mar_2022_24,3,2022,3/24/2022 9:24,3,0.016981539,139.8005588,50283,5152,1109
Reni,mar_2022_26,3,2022,3/26/2022 9:20,5,0.008473236,71.16323457,20632,2975,1454
Rivne,aug_2019_21,8,2019,8/21/2019 9:44,2,0.026667441,200.1701066,281645,60756,34279
Rivne,aug_2019_26,8,2019,8/26/2019 9:24,0,0.007425284,54.22785409,47717,9181,5001
Rivne,aug_2020_14,8,2020,8/14/2020 9:27,4,0.0028655,21.85136857,17582,2852,1619
Rivne,mar_2020_29,3,2020,3/29/2020 9:39,6,0.026667441,200.1700526,211759,37744,19368
Rivne,nov_2021_06,11,2021,11/6/2021 9:13,5,0.02779162,199.740684,245532,33046,13904
Rivne,oct_2021_06,10,2021,10/6/2021 9:24,2,0.026799315,193.92896,328688,58244,32384
Sarny,feb_2022_14,2,2022,2/14/2022 9:22,0,0.018685112,134.8872576,24222,3000,1141
Sarny,feb_2022_27,2,2022,2/27/2022 9:43,6,0.018812029,135.1383596,47976,4924,1791
Sarny,jun_2019_05,6,2019,6/5/2019 9:21,2,0.018812029,135.1383596,31795,3654,2108
Sarny,sep_2020_16,9,2020,9/16/2020 9:34,2,0.018812029,135.1384991,20222,3004,1496
Shehyni,apr_2022_04,4,2022,4/4/2022 9:25,0,0.013766809,102.3402483,84513,7970,1379
Shehyni,apr_2022_10,4,2022,4/10/2022 9:43,6,0.012740801,94.67044011,48527,3746,729
Shehyni,apr_2022_14,4,2022,4/14/2022 9:17,3,0.015330608,113.3297526,26329,3542,1240
Shehyni,jan_2019_19,1,2019,1/19/2019 9:49,5,0.015488154,113.4381207,13230,687,225
Shehyni,jan_2021_21,1,2021,1/21/2021 9:54,3,0.015234159,112.0367142,5081,95,2
Shehyni,jul_2021_25,7,2021,7/25/2021 9:36,6,0.005557932,43.29043649,3448,660,383
Shehyni,jun_2019_01,6,2019,6/1/2019 9:57,5,0.005297786,40.52998713,12400,2255,1490
Shehyni,jun_2019_02,6,2019,6/2/2019 9:20,6,0.007913264,60.46429,3077,427,215
Shehyni,jun_2021_04,6,2021,6/4/2021 9:14,4,0.003592104,28.08229063,8765,743,125
Shehyni,jun_2021_20,6,2021,6/20/2021 9:17,6,0.003370024,25.6532791,6406,350,62
Shehyni,jun_2021_21,6,2021,6/21/2021 9:27,0,0.003398981,26.15994407,10936,2016,1387
Shehyni,jun_2021_22,6,2021,6/22/2021 9:50,1,0.004743106,35.72031182,5709,1796,1391
Shehyni,jun_2021_23,6,2021,6/23/2021 9:25,2,0.002257551,17.34735358,287,15,7
Shehyni,mar_2022_12,3,2022,3/12/2022 10:04,5,0.015485255,113.4381253,20790,1317,475
Shehyni,mar_2022_22,3,2022,3/22/2022 9:55,1,0.000648459,4.884934127,3375,232,7
Shehyni,mar_2022_28,3,2022,3/28/2022 9:50,0,0.012455921,95.84408719,8581,1883,1140
Shehyni,mar_2022_30,3,2022,3/30/2022 9:41,2,0.013698612,101.8505281,228,1,0
Shehyni,may_2021_09,5,2021,5/9/2021 9:46,6,0.008406732,64.66545554,7501,972,447
Shehyni,may_2021_24,5,2021,5/24/2021 9:20,0,0.005692275,43.87618849,7066,1053,514
Shehyni,may_2022_12,5,2022,5/12/2022 9:53,3,0.01263126,97.348288,24883,3620,2128
Shehyni,sep_2019_13,9,2019,9/13/2019 9:26,4,0.015488154,113.4382071,20672,1723,616
Smila,feb_2020_19,2,2020,2/19/2020 9:14,2,0.02459358,188.6616507,119516,11756,4131
Smila,jan_2019_09,1,2019,1/9/2019 9:17,2,0.043874103,329.8583677,46154,1779,131
Smila,mar_2019_18,3,2019,3/18/2019 9:16,0,0.023722907,181.9568667,127647,13977,4446
Smila,nov_2021_12,11,2021,11/12/2021 9:10,4,0.026061397,201.3164312,123459,19495,5917
Solotvino,apr_2022_15,4,2022,4/15/2022 9:25,4,0.019458073,149.9798591,79041,11126,5067
Solotvino,jun_2019_10,6,2019,6/10/2019 9:26,0,0.012706725,101.9033952,8303,1682,896
Solotvino,jun_2019_13,6,2019,6/13/2019 9:15,3,0.001055771,8.501254723,1585,248,122
Solotvino,jun_2021_17,6,2021,6/17/2021 9:36,3,0.013361519,107.0841834,8995,1146,552
Solotvino,jun_2021_21,6,2021,6/21/2021 9:28,0,0.004864018,38.45430208,15748,4006,2428
Solotvino,jun_2021_26,6,2021,6/26/2021 9:35,5,0.003391816,27.31542331,3410,833,540
Solotvino,mar_2022_09,3,2022,3/9/2022 9:52,2,0.014135121,111.3119149,59234,6022,1604
Solotvino,mar_2022_12,3,2022,3/12/2022 9:00,5,0.019664797,151.254106,62285,5144,1142
Storozhynets,aug_2020_04,8,2020,8/4/2020 9:19,1,0.00254824,20.19518969,2677,393,261
Storozhynets,aug_2021_08,8,2021,8/8/2021 9:21,6,0.004224801,33.91214866,5392,507,165
Storozhynets,feb_2020_23,2,2020,2/23/2020 9:23,6,0.000671899,5.269779491,5122,1049,208
Storozhynets,feb_2021_04,2,2021,2/4/2021 9:36,3,0.010123998,81.1728053,15560,543,39
Storozhynets,feb_2021_26,2,2021,2/26/2021 9:27,4,0.012651495,98.93881303,21167,959,177
Storozhynets,mar_2019_01,3,2019,3/1/2019 9:42,4,0.006906022,54.9089579,9539,1898,951
Storozhynets,mar_2019_03,3,2019,3/3/2019 9:30,6,0.005285722,41.76749658,17551,3313,1551
Storozhynets,may_2020_01,5,2020,5/1/2020 9:18,4,0.009386072,73.25661826,10254,692,188
Storozhynets,oct_2019_10,10,2019,10/10/2019 9:32,3,0.003550402,27.69576406,11156,771,207
Storozhynets,sep_2020_25,9,2020,9/25/2020 9:04,4,0.004318769,33.78217996,5486,505,161
Sumy,apr_2019_01,4,2019,4/1/2019 8:49,0,0.023705437,171.7852542,232789,30219,15063
Sumy,feb_2020_29,2,2020,2/29/2020 9:01,5,0.024437974,175.4451198,70828,14920,7429
Sumy,feb_2021_05,2,2021,2/5/2021 8:46,4,0.012572419,93.90451385,5947,147,1
Sumy,jul_2020_25,7,2020,7/25/2020 8:47,5,0.006481707,48.53488658,19931,5041,3117
Sumy,mar_2020_25,3,2020,3/25/2020 8:54,2,0.024437974,175.4451198,112355,23104,11787
Sumy,mar_2021_28,3,2021,3/28/2021 8:45,6,0.024437935,175.4448412,350943,66550,28807
Sumy,mar_2022_06,3,2022,3/6/2022 9:05,6,0.000263135,1.931876339,787,59,9
Sumy,mar_2022_15,3,2022,3/15/2022 8:55,1,0.017996965,136.5252405,70935,6785,2214
Sumy,mar_2022_17,3,2022,3/17/2022 8:29,3,0.023431889,170.1235176,35972,4618,1868
Sumy,mar_2022_20,3,2022,3/20/2022 8:39,6,0.024198697,174.648606,35947,4332,1111
Sumy,mar_2022_22,3,2022,3/22/2022 8:55,1,0.016778876,121.7033641,77480,10251,4154
Sumy,mar_2022_23,3,2022,3/23/2022 8:33,2,0.01650315,123.1265336,114210,15432,7575
Sumy,may_2021_25,5,2021,5/25/2021 8:41,1,0.022803238,165.0125919,58078,12794,6513
Sumy,may_2022_04,5,2022,5/4/2022 9:12,2,0.000624689,4.822293737,502,32,7
Sumy,nov_2020_04,11,2020,11/4/2020 8:45,2,0.000599023,4.585219784,791,79,33
Sumy,oct_2019_15,10,2019,10/15/2019 9:18,1,0.024306602,175.2380983,147172,17391,7997
Sumy,oct_2021_01,10,2021,10/1/2021 8:35,4,0.024437974,175.4451198,85750,15394,7087
Sumy,sep_2020_19,9,2020,9/19/2020 9:02,5,0.023986293,173.2351312,155137,29782,14182
Ternopil,feb_2022_03,2,2022,2/3/2022 9:19,3,0.017007154,129.2630908,77907,8610,3674
Ternopil,jan_2019_19,1,2019,1/19/2019 9:41,5,0.011387379,85.35685045,57860,9189,3880
Ternopil,jul_2019_04,7,2019,7/4/2019 9:40,3,0.013450504,100.9489878,39833,10657,6003
Ternopil,jul_2019_29,7,2019,7/29/2019 9:20,0,0.018529116,139.4464246,58217,15131,8315
Ternopil,jun_2019_20,6,2019,6/20/2019 9:07,3,0.015764233,118.8734188,62805,15444,9827
Ternopil,jun_2019_29,6,2019,6/29/2019 9:25,5,0.014441726,108.5902585,18198,1287,319
Ternopil,mar_2020_29,3,2020,3/29/2020 9:34,6,0.01770037,133.6432459,62320,15112,8939
Ternopil,mar_2022_22,3,2022,3/22/2022 9:54,1,0.018213804,137.5518296,61730,16875,9952
Ternopil,mar_2022_27,3,2022,3/27/2022 9:35,6,0.012405602,93.98509602,83169,24047,15472
Ternopil,may_2022_01,5,2022,5/1/2022 9:24,6,0.011853704,90.48514771,59979,20710,12621
Ternopil,nov_2019_05,11,2019,11/5/2019 9:50,1,0.00440246,33.60771336,33626,6405,3895
Ternopil,oct_2019_22,10,2019,10/22/2019 9:29,1,0.014128088,106.2905256,164641,29711,17617
Ternopil,oct_2021_06,10,2021,10/6/2021 9:24,2,0.013206394,101.2711503,187221,40456,22778
Ternopil,sep_2020_21,9,2020,9/21/2020 9:26,0,0.016750696,126.9964267,159748,37055,22190
Udobne,aug_2021_09,8,2021,8/9/2021 9:07,0,0.018989094,155.7525047,63382,5889,1372
Udobne,jul_2019_06,7,2019,7/6/2019 9:15,5,0.012736134,101.6042245,118428,9145,1848
Udobne,jul_2021_20,7,2021,7/20/2021 9:20,1,0.022927804,187.0600346,12552,1002,467
Udobne,may_2022_08,5,2022,5/8/2022 8:53,6,0.009636957,79.62630195,84403,9356,1953
Udobne,oct_2021_24,10,2021,10/24/2021 9:10,6,0.009331057,76.40935551,59297,4511,439
Udobne,sep_2019_16,9,2019,9/16/2019 9:16,0,0.012403832,101.3780661,22702,1820,710
Uzhhorod,apr_2019_30,4,2019,4/30/2019 9:35,1,0.032087062,245.8130348,37890,9940,5538
Uzhhorod,apr_2022_10,4,2022,4/10/2022 9:43,6,0.00916968,71.67243457,59024,12264,5874
Uzhhorod,apr_2022_14,4,2022,4/14/2022 9:50,3,0.00941953,73.38299294,84503,31329,20142
Uzhhorod,apr_2022_15,4,2022,4/15/2022 9:26,4,0.014816998,117.1711229,28064,9123,5725
Uzhhorod,apr_2022_30,4,2022,4/30/2022 10:00,5,0.013945296,109.638682,80134,27448,16439
Uzhhorod,dec_2021_09,12,2021,12/9/2021 9:36,3,0.024317167,192.1813822,254676,20072,6485
Uzhhorod,feb_2022_28,2,2022,2/28/2022 9:49,0,0.008372545,64.93984951,47378,10643,5371
Uzhhorod,jul_2020_05,7,2020,7/5/2020 9:26,6,0.023951464,186.1992648,86580,10576,3342
Uzhhorod,jun_2019_01,6,2019,6/1/2019 9:15,5,0.020316891,160.428993,37006,7553,4159
Uzhhorod,jun_2019_10,6,2019,6/10/2019 9:26,0,0.032087062,245.8129889,42976,10664,6006
Uzhhorod,mar_2019_31,3,2019,3/31/2019 10:11,6,0.024738742,190.1251046,131281,26955,15886
Uzhhorod,mar_2022_03,3,2022,3/3/2022 9:58,3,0.030044643,232.1851252,109006,11877,1338
Uzhhorod,mar_2022_19,3,2022,3/19/2022 9:42,5,0.000626144,4.989793442,212,2,0
Uzhhorod,mar_2022_27,3,2022,3/27/2022 9:32,6,0.032087062,245.8129225,104879,24021,14892
Uzhhorod,mar_2022_28,3,2022,3/28/2022 9:50,0,0.014266829,112.859674,116209,34556,20334
Uzhhorod,may_2022_12,5,2022,5/12/2022 9:53,3,0.016402446,125.9078512,120575,44974,30123
Uzhhorod,oct_2019_17,10,2019,10/17/2019 9:50,3,0.017716466,137.8073466,163331,30115,15612
Velyki_Kopani,apr_2021_25,4,2021,4/25/2021 8:48,6,0.002859247,23.58333531,7593,956,370
Velyki_Kopani,apr_2022_22,4,2022,4/22/2022 8:41,4,0.005636424,44.81232776,1888,296,150
Velyki_Kopani,aug_2019_19,8,2019,8/19/2019 9:14,0,0.000369213,2.961792146,1081,33,9
Velyki_Kopani,aug_2021_22,8,2021,8/22/2021 9:05,6,0.002933066,23.78202788,852,33,8
Velyki_Kopani,jul_2019_12,7,2019,7/12/2019 9:10,4,0.000317961,2.62538988,4428,254,3
Velyki_Kopani,mar_2021_04,3,2021,3/4/2021 9:09,3,0.003773327,30.21220161,17877,1086,333
Velyki_Kopani,mar_2022_16,3,2022,3/16/2022 9:33,2,0.010918963,88.2580549,12567,548,113
Velyki_Kopani,may_2021_06,5,2021,5/6/2021 8:44,3,0.011051821,89.21734096,26738,3097,1269
Velyki_Kopani,may_2021_27,5,2021,5/27/2021 9:10,3,0.008802957,70.98349972,14311,1095,372
Velykodolynske,apr_2020_19,4,2020,4/19/2020 9:09,6,0.000848943,7.084069816,2031,231,87
Velykodolynske,apr_2020_20,4,2020,4/20/2020 8:57,0,0.006596954,53.1987273,72873,13191,7447
Velykodolynske,aug_2019_11,8,2019,8/11/2019 9:05,6,0.005744427,46.260411,66201,19001,8792
Velykodolynske,aug_2019_14,8,2019,8/14/2019 9:34,2,0.005746207,46.27475677,100324,19263,9364
Velykodolynske,aug_2019_17,8,2019,8/17/2019 9:20,5,0.008584559,68.79968219,4874,697,253
Velykodolynske,aug_2021_15,8,2021,8/15/2021 9:02,6,0.008479071,68.29440349,135941,31520,16302
Velykodolynske,aug_2021_28,8,2021,8/28/2021 9:08,5,0.000440366,3.552245207,6443,1686,1257
Velykodolynske,feb_2020_02,2,2020,2/2/2020 8:58,6,0.001347083,10.9537128,8167,979,285
Velykodolynske,feb_2022_26,2,2022,2/26/2022 8:42,5,0.007964072,64.27471154,78560,15117,6620
Velykodolynske,jan_2019_09,1,2019,1/9/2019 8:53,2,0.005014106,41.09640188,341,29,8
Velykodolynske,jan_2019_17,1,2019,1/17/2019 9:23,3,0.00112686,9.219552547,2102,330,121
Velykodolynske,jan_2020_11,1,2020,1/11/2020 9:15,5,0.000527691,4.266903968,4233,338,129
Velykodolynske,jan_2020_14,1,2020,1/14/2020 8:59,1,0.000601388,5.008547832,1074,91,26
Velykodolynske,jul_2019_25,7,2019,7/25/2019 8:45,3,0.005322688,42.80299344,40998,8786,4570
Velykodolynske,jul_2021_20,7,2021,7/20/2021 9:20,1,0.008584559,68.79968219,24322,7200,4467
Velykodolynske,jul_2021_31,7,2021,7/31/2021 9:15,5,0.008584559,68.79995082,46046,15649,9442
Velykodolynske,jun_2019_30,6,2019,6/30/2019 9:19,6,0.008584559,68.7996831,84111,18592,11212
Velykodolynske,jun_2021_29,6,2021,6/29/2021 8:54,1,0.001929369,15.98984253,6663,1314,759
Velykodolynske,mar_2020_08,3,2020,3/8/2020 9:17,6,0.008345161,67.32771287,21562,6742,4925
Velykodolynske,mar_2021_23,3,2021,3/23/2021 9:04,1,0.004116233,33.51005186,30372,8964,5732
Velykodolynske,mar_2022_16,3,2022,3/16/2022 9:19,2,0.003652424,29.37944098,3888,334,113
Velykodolynske,mar_2022_27,3,2022,3/27/2022 9:15,6,0.005843834,47.17285581,11168,738,143
Velykodolynske,mar_2022_30,3,2022,3/30/2022 8:43,2,0.000246764,2.023246227,572,48,11
Velykodolynske,may_2020_04,5,2020,5/4/2020 9:17,0,0.006832995,55.51519164,82013,16128,8550
Velykodolynske,may_2021_22,5,2021,5/22/2021 8:54,5,0.000309191,2.537712851,1058,68,18
Velykodolynske,may_2022_12,5,2022,5/12/2022 9:20,3,0.00373656,31.2063226,11883,2323,918
Velykodolynske,may_2022_20,5,2022,5/20/2022 9:00,4,0.008584559,68.79968219,72431,16745,7533
Velykodolynske,nov_2020_27,11,2020,11/27/2020 8:45,4,0.000914273,7.573399238,8840,731,317
Velykodolynske,sep_2020_20,9,2020,9/20/2020 9:11,6,0.002404558,19.68838049,18013,3031,1740
Velykodolynske,sep_2020_27,9,2020,9/27/2020 8:56,6,0.006785812,54.73356336,52421,9112,4131
Velykodolynske,sep_2021_09,9,2021,9/9/2021 8:59,3,0.008584559,68.79968219,59981,10073,5569
Vinnytsia,apr_2019_06,4,2019,4/6/2019 9:17,5,0.001038974,8.026510466,3648,329,97
Vinnytsia,apr_2020_03,4,2020,4/3/2020 9:27,4,0.027579567,212.525271,118898,37887,22597
Vinnytsia,aug_2019_07,8,2019,8/7/2019 9:23,2,0.027579567,212.5252607,223378,64379,43228
Vinnytsia,aug_2020_26,8,2020,8/26/2020 9:17,2,0.009099682,68.68113219,124625,22546,12714
Vinnytsia,feb_2019_21,2,2019,2/21/2019 9:35,3,0.027579567,212.5252759,3560,72,6
Vinnytsia,feb_2022_23,2,2022,2/23/2022 9:32,2,0.027579567,212.5252922,172654,37413,19243
Vinnytsia,mar_2020_04,3,2020,3/4/2020 9:25,2,0.019409069,150.3132867,15678,3063,1609
Vinnytsia,mar_2020_12,3,2020,3/12/2020 9:18,3,0.017810824,137.6386325,170599,52833,32496
Vinnytsia,mar_2022_31,3,2022,3/31/2022 8:58,3,0.027579567,212.5252722,262827,68590,47199
Vinnytsia,sep_2020_06,9,2020,9/6/2020 9:26,6,0.021036567,158.1167647,100118,22916,15067
Vinnytsia,sep_2020_14,9,2020,9/14/2020 9:16,0,0.008965985,67.61865364,85605,21812,13640
Zaporizhzhia,apr_2019_20,4,2019,4/20/2019 9:02,5,0.009841319,78.16016023,67421,6659,1623
Zaporizhzhia,apr_2019_27,4,2019,4/27/2019 9:02,5,0.007047198,55.95520645,62434,14830,9673
Zaporizhzhia,aug_2021_27,8,2021,8/27/2021 8:52,4,0.058417301,459.9928288,218607,41086,25158
Zaporizhzhia,b_s1,8,2021,8/27/2021 8:52,4,0.058417301,459.9928288,218607,41086,25158
Zaporizhzhia,feb_2019_19,2,2019,2/19/2019 8:51,1,0.001303097,10.44293387,4778,321,109
Zaporizhzhia,jan_2020_23,1,2020,1/23/2020 8:25,3,0.005354901,42.99473248,7436,685,211
Zaporizhzhia,mar_2020_19,3,2020,3/19/2020 9:04,3,0.058417301,459.9932008,155383,27460,12948
Zaporizhzhia,mar_2022_12,3,2022,3/12/2022 8:25,5,0.024945738,197.415535,80653,10891,4588
Zaporizhzhia,may_2022_06,5,2022,5/6/2022 8:51,4,0.022966583,189.261493,209067,77121,29175
Zaporizhzhia,oct_2020_09,10,2020,10/9/2020 8:49,4,0.029264021,234.2160154,93109,15797,6458
Zaporizhzhia,sep_2019_12,9,2019,9/12/2019 8:56,3,0.033814757,269.7492163,265225,46670,29864
Zaporizhzhia,sep_2019_19,9,2019,9/19/2019 9:07,3,0.055730337,441.5245716,275769,54092,31091
Zhytomyr,aug_2019_25,8,2019,8/25/2019 9:26,6,0.021331832,159.6231489,44900,5721,2147
Zhytomyr,dec_2019_04,12,2019,12/4/2019 9:12,2,0.024781027,182.4521179,217663,17546,8700
Zhytomyr,dec_2021_04,12,2021,12/4/2021 9:11,5,0.02486459,182.5586361,120382,18121,9125
Zhytomyr,feb_2019_21,2,2019,2/21/2019 9:35,3,0.012553734,95.34743993,23038,2637,1136
Zhytomyr,feb_2020_06,2,2020,2/6/2020 9:25,3,0.01311884,99.87502929,47784,15375,10392
Zhytomyr,feb_2022_14,2,2022,2/14/2022 9:22,0,0.002310876,17.3797608,1778,283,135
Zhytomyr,feb_2022_22,2,2022,2/22/2022 9:17,1,0.022276553,166.2144544,189788,28284,14242
Zhytomyr,feb_2022_23,2,2022,2/23/2022 9:31,2,0.012332246,93.61462838,475,54,30
Zhytomyr,jan_2019_24,1,2019,1/24/2019 9:21,3,0.013161481,100.9781143,54723,10793,5313
Zhytomyr,mar_2019_23,3,2019,3/23/2019 9:44,5,0.023580663,174.1241793,194560,32360,17930
Zhytomyr,may_2021_11,5,2021,5/11/2021 8:58,1,0.000258032,1.986485816,554,113,62
Zhytomyr,sep_2020_14,9,2020,9/14/2020 9:16,0,0.020755914,154.0879173,167995,42152,26958
Zhytomyr,sep_2021_10,9,2021,9/10/2021 9:04,4,0.00031362,2.354827419,152,3,0
