City,Label,Month,Year,Date,Day of Week,Area,SQKM,Count
Katerynivka,aug_2021_16,8,2021,16/08/2021 8:55,0,0.026455227,196.3046816,12
Katerynivka,feb_2020_29,2,2020,29/02/2020 9:02,5,0.023917477,177.9770156,332
Katerynivka,jul_2020_25,7,2020,25/07/2020 8:46,5,0.046365317,338.129903,585
Katerynivka,mar_2019_18,3,2019,18/03/2019 8:38,0,0.024316218,180.4718538,645
Katerynivka,mar_2019_27,3,2019,27/03/2019 9:04,2,0.026547322,196.9101248,1101
Katerynivka,sep_2020_06,9,2020,06/09/2020 9:03,6,0.009525005,70.11482173,12
Kharkiv,apr_2020_02,4,2020,02/04/2020 8:46,3,0.023814609,180.4374109,19519
Kharkiv,apr_2020_07,4,2020,07/04/2020 8:30,1,0.050908227,386.9416952,34766
Kharkiv,apr_2022_05,4,2022,05/04/2022 8:37,1,0.033870641,261.8792278,15325
Kharkiv,apr_2022_07,4,2022,07/04/2022 7:56,3,0.026640563,204.4244065,194
Kharkiv,apr_2022_16,4,2022,16/04/2022 8:36,5,0.004127057,31.83548719,45
Kharkiv,apr_2022_22,4,2022,22/04/2022 8:40,4,0.008257136,63.58161886,251
Kharkiv,apr_2022_24,4,2022,24/04/2022 8:41,6,0.013146268,102.1790265,1136
Kharkiv,apr_2022_25,4,2022,25/04/2022 8:50,0,0.000694533,5.379301058,11
Kharkiv,aug_2021_02,8,2021,02/08/2021 8:55,0,0.023484399,183.4344723,38827
Kharkiv,aug_2022_22,8,2022,22/08/2022 8:49,0,0.025064165,195.8411937,23212
Kharkiv,b_s1,11,2021,17/11/2021 8:57,2,0.040098906,309.758364,6596
Kharkiv,feb_2021_19,2,2021,19/02/2021 8:44,4,0.039790464,311.9319088,133
Kharkiv,feb_2022_20,2,2022,20/02/2022 9:01,6,0.050908227,386.9440486,8612
Kharkiv,jan_2021_18,1,2021,18/01/2021 8:23,0,0.040852547,312.8393838,100
Kharkiv,jan_2022_13,1,2022,13/01/2022 8:48,3,0.021330058,163.3518401,11075
Kharkiv,jul_2021_14,7,2021,14/07/2021 8:54,2,0.026305116,206.8529841,48267
Kharkiv,jul_2021_15,7,2021,15/07/2021 9:03,3,0.0358709,281.7636185,24391
Kharkiv,jul_2022_09,7,2022,09/07/2022 8:41,5,0.02982375,231.316517,14196
Kharkiv,jun_2019_16,6,2019,16/06/2019 8:22,6,0.012333723,95.12468024,2268
Kharkiv,jun_2020_09,6,2020,09/06/2020 8:34,1,0.050908227,386.942224,45689
Kharkiv,jun_2020_14,6,2020,14/06/2020 8:58,6,0.020407293,157.5441719,6131
Kharkiv,jun_2021_24,6,2021,24/06/2021 8:37,3,0.021283405,165.8416842,14063
Kharkiv,jun_2022_15,6,2022,15/06/2022 8:26,2,0.035313132,275.8172485,4211
Kharkiv,mar_2020_01,3,2020,01/03/2020 9:05,6,0.050908227,386.9422281,20063
Kharkiv,mar_2022_16,3,2022,16/03/2022 9:16,2,0.047359945,364.7925962,12
Kharkiv,mar_2022_17,3,2022,17/03/2022 8:30,3,0.015247451,120.5348921,651
Kharkiv,mar_2022_19,3,2022,19/03/2022 9:06,5,0.025188865,193.0003,1013
Kharkiv,mar_2022_22,3,2022,22/03/2022 8:57,1,0.017184662,134.2343788,706
Kharkiv,mar_2022_23,3,2022,23/03/2022 8:20,2,0.022091707,169.3998982,251
Kharkiv,may_2021_22,5,2021,22/05/2021 8:53,5,0.030505464,241.4630307,23047
Kharkiv,may_2021_25,5,2021,25/05/2021 9:01,1,0.027839143,219.2321477,59819
Kharkiv,may_2021_28,5,2021,28/05/2021 8:32,4,0.023772772,185.4277148,12080
Kharkiv,may_2022_05,5,2022,05/05/2022 8:36,3,0.0313666,245.9317619,8969
Kharkiv,may_2022_08,5,2022,08/05/2022 8:51,6,0.005502522,42.01936457,1195
Kharkiv,may_2022_20,5,2022,20/05/2022 8:44,4,0.031937185,246.4300191,29483
Kharkiv,nov_2021_17,11,2021,17/11/2021 8:57,2,0.040098906,309.758364,6596
Kharkiv,oct_2020_08,10,2020,08/10/2020 8:56,3,0.034716036,270.5909516,33399
Kharkiv,oct_2020_09,10,2020,09/10/2020 8:48,4,0.009044266,69.37645155,742
Kharkiv,oct_2021_09,10,2021,09/10/2021 8:34,5,0.002661349,20.35404344,632
Kharkiv,oct_2021_10,10,2021,10/10/2021 8:57,6,0.042446815,326.3276836,12760
Kharkiv,sep_2022_01,9,2022,01/09/2022 8:54,3,0.043784863,338.5765053,1596
Kharkiv,sep_2022_03,9,2022,03/09/2022 8:41,5,0.015368104,117.2977334,579
Kherson,apr_2020_24,4,2020,24/04/2020 8:52,4,0.01128312,91.93362064,2886
Kherson,apr_2020_29,4,2020,29/04/2020 8:54,2,0.007856954,62.80505983,1909
Kherson,apr_2022_07,4,2022,07/04/2022 9:08,3,0.009280046,75.38395002,1411
Kherson,apr_2022_15,4,2022,15/04/2022 9:14,4,0.016461539,132.7081403,1555
Kherson,apr_2022_20,4,2022,20/04/2022 9:11,2,0.008786459,71.38077285,716
Kherson,apr_2022_25,4,2022,25/04/2022 8:51,0,0.009607964,78.12918277,2797
Kherson,aug_2019_19,8,2019,19/08/2019 9:14,0,0.016467915,132.7233075,11826
Kherson,aug_2021_22,8,2021,22/08/2021 9:05,6,0.016467915,132.7232966,1826
Kherson,aug_2022_19,8,2022,19/08/2022 8:32,4,0.013351496,108.5037532,242
Kherson,aug_2022_23,8,2022,23/08/2022 9:07,1,0.003141307,25.80656252,71
Kherson,aug_2022_29,8,2022,29/08/2022 9:03,0,0.007027904,57.46634589,1233
Kherson,b_s1,11,2021,11/11/2021 8:54,3,0.016462742,132.7232945,11597
Kherson,jul_2019_12,7,2019,12/07/2019 9:10,4,0.012176214,98.84669507,9912
Kherson,jul_2022_22,7,2022,22/07/2022 8:55,4,0.009194464,74.65360043,1607
Kherson,mar_2021_04,3,2021,04/03/2021 9:09,3,0.016467915,132.7233012,9695
Kherson,mar_2022_14,3,2022,14/03/2022 9:30,0,0.003148949,26.21521076,48
Kherson,mar_2022_16,3,2022,16/03/2022 9:33,2,0.016462742,132.7232804,54
Kherson,mar_2022_31,3,2022,31/03/2022 8:39,3,0.016467915,132.7232804,295
Kherson,may_2022_07,5,2022,07/05/2022 9:03,5,0.001956981,15.90932536,10
Kherson,may_2022_08,5,2022,08/05/2022 8:53,6,0.000623552,5.083666422,101
Kherson,nov_2021_11,11,2021,11/11/2021 8:54,3,0.016462742,132.7232945,11597
Kherson,sep_2020_09,9,2020,09/09/2020 8:54,2,0.005616389,44.90725686,2066
Kherson,sep_2022_21,9,2022,21/09/2022 9:05,2,0.003129933,25.38982619,433
Khmelnytskyi,aug_2020_15,8,2020,15/08/2020 9:14,5,0.014054144,107.1128454,1373
Khmelnytskyi,aug_2020_26,8,2020,26/08/2020 9:17,2,0.012845464,100.4538366,7394
Khmelnytskyi,dec_2019_31,12,2019,31/12/2019 9:12,1,0.001240291,9.706521681,1
Khmelnytskyi,feb_2020_07,2,2020,07/02/2020 9:41,4,0.008826464,69.32758608,1297
Khmelnytskyi,feb_2021_25,2,2021,25/02/2021 8:59,3,0.019262691,146.5244931,1967
Khmelnytskyi,jan_2020_08,1,2020,08/01/2020 9:18,2,0.000950793,7.469684891,7
Khmelnytskyi,jan_2020_25,1,2020,25/01/2020 9:35,5,0.012172985,94.89369155,910
Khmelnytskyi,jul_2019_01,7,2019,01/07/2019 9:08,0,0.02320034,174.2741866,5348
Khmelnytskyi,jul_2022_02,7,2022,02/07/2022 9:40,5,0.014763634,111.5587827,5450
Khmelnytskyi,jun_2019_13,6,2019,13/06/2019 9:14,3,0.018274797,138.7988117,3061
Khmelnytskyi,jun_2019_18,6,2019,18/06/2019 9:31,1,0.000995765,7.825634398,28
Khmelnytskyi,jun_2020_27,6,2020,27/06/2020 9:19,5,0.000894042,6.857954645,38
Khmelnytskyi,jun_2022_23,6,2022,23/06/2022 9:30,3,0.018811241,142.3245628,1093
Khmelnytskyi,mar_2020_23,3,2020,23/03/2020 9:21,0,0.001152322,9.019941194,61
Khmelnytskyi,may_2022_01,5,2022,01/05/2022 9:25,6,0.00547653,42.32134526,1049
Khmelnytskyi,may_2022_12,5,2022,12/05/2022 9:20,3,0.005204386,40.39082903,542
Khmelnytskyi,nov_2019_05,11,2019,05/11/2019 9:50,1,0.021464522,163.4618612,3955
Khmelnytskyi,nov_2020_23,11,2020,23/11/2020 9:28,0,0.001711521,13.16196188,1
Khmelnytskyi,nov_2021_26,11,2021,26/11/2021 9:30,4,0.011244676,85.62620506,686
Khmelnytskyi,oct_2021_15,10,2021,15/10/2021 9:13,4,0.021024151,159.7381814,230
Khmelnytskyi,oct_2021_25,10,2021,25/10/2021 9:24,0,0.02310194,174.2156675,16137
Khmelnytskyi,sep_2021_30,9,2021,30/09/2021 9:29,3,0.016516085,129.3764979,9491
Kolomyiska,feb_2021_21,2,2021,21/02/2021 9:36,6,0.039457954,302.9081822,81
Kolomyiska,jul_2022_26,7,2022,26/07/2022 9:56,1,0.029091857,231.4207713,234
Kolomyiska,nov_2021_26,11,2021,26/11/2021 9:31,4,0.028108224,230.1589931,948
Kolomyiska,oct_2021_25,10,2021,25/10/2021 9:46,0,0.005902294,46.70263701,2
Kolomyiska,sep_2019_13,9,2019,13/09/2019 9:27,4,0.018075223,142.5965468,186
Kolomyiska,sep_2022_05,9,2022,05/09/2022 9:46,0,0.025348702,200.9367462,303
Konotop,aug_2020_07,8,2020,07/08/2020 9:09,4,0.010275607,74.67901878,99
Konotop,aug_2021_16,8,2021,16/08/2021 8:55,0,0.018385372,132.9678112,1985
Konotop,aug_2022_05,8,2022,05/08/2022 8:46,4,0.018385372,132.9678112,225
Konotop,jul_2020_11,7,2020,11/07/2020 9:02,5,0.018385372,132.9678112,322
Konotop,jul_2022_03,7,2022,03/07/2022 9:02,6,0.017878447,131.0540658,771
Konotop,mar_2019_18,3,2019,18/03/2019 9:15,0,0.018385372,132.9678112,1446
Konotop,mar_2022_21,3,2022,21/03/2022 9:13,0,0.011669123,85.11150289,743
Konotop,nov_2019_15,11,2019,15/11/2019 9:08,4,0.018380709,132.9678112,87
Konotop,oct_2020_28,10,2020,28/10/2020 9:09,2,0,1.896967658,0
Kovel,feb_2021_01,2,2021,01/02/2021 9:46,0,0,59.85409945,0
Kovel,feb_2021_23,2,2021,23/02/2021 9:36,1,0.015353505,112.8652227,161
Kovel,mar_2019_20,3,2019,20/03/2019 9:41,2,0.018161844,131.1388675,1367
Kovel,may_2022_18,5,2022,18/05/2022 9:50,2,0.016869713,124.4042361,5031
Kozyatyn,feb_2019_21,2,2019,21/02/2019 9:35,3,0.001426611,10.74677492,1
Kozyatyn,may_2021_11,5,2021,11/05/2021 8:59,1,0.017194744,126.1993963,222
Kramatorsk,aug_2022_08,8,2022,08/08/2022 8:28,0,0.019767567,150.25873,1119
Kramatorsk,aug_2022_25,8,2022,25/08/2022 8:10,3,0.002690475,21.45959769,7
Kramatorsk,b_s1,1,2022,12/01/2022 8:32,2,0.016864699,131.7697873,1163
Kramatorsk,b_s2,10,2021,03/10/2021 8:17,6,0.019767567,150.2587337,97
Kramatorsk,dec_2020_08,12,2020,08/12/2020 8:35,1,0.013491704,106.8297909,606
Kramatorsk,jan_2022_12,1,2022,12/01/2022 8:32,2,0.016864699,131.7697873,1163
Kramatorsk,jul_2022_24,7,2022,24/07/2022 8:23,6,0.019767567,150.2587337,285
Kramatorsk,jun_2019_27,6,2019,27/06/2019 8:58,3,0.015997758,123.5159001,3523
Kramatorsk,mar_2019_30,3,2019,30/03/2019 8:35,5,0.019767567,150.2587337,310
Kramatorsk,may_2019_27,5,2019,27/05/2019 8:40,0,0.010444758,79.72389903,1289
Kramatorsk,may_2020_02,5,2020,02/05/2020 8:46,5,0.007454695,56.30582812,700
Kramatorsk,nov_2019_15,11,2019,15/11/2019 9:06,4,0.008956639,70.77908973,101
Kramatorsk,nov_2019_24,11,2019,24/11/2019 8:35,6,0.008491605,67.22139693,20
Kramatorsk,oct_2020_10,10,2020,10/10/2020 8:11,5,0,9.896102268,0
Kramatorsk,oct_2020_15,10,2020,15/10/2020 8:15,3,0.006035483,47.02738395,26
Kramatorsk,oct_2021_03,10,2021,03/10/2021 8:17,6,0.019767567,150.2587337,97
Kramatorsk,sep_2020_12,9,2020,12/09/2020 8:43,5,0.012323179,97.59929899,681
Kramatorsk,sep_2020_15,9,2020,15/09/2020 8:18,1,0.007916629,62.0734764,132
Kramatorsk,sep_2021_01,9,2021,01/09/2021 8:41,2,0.019767567,150.2587337,4317
Kremenchuk,apr_2019_21,4,2019,21/04/2019 9:06,6,0.005456556,42.70323512,267
Kremenchuk,apr_2022_07,4,2022,07/04/2022 9:07,3,0.012142391,94.80148347,1585
Kremenchuk,aug_2019_26,8,2019,26/08/2019 9:24,0,0.002370803,18.40948916,26
Kremenchuk,aug_2021_12,8,2021,12/08/2021 8:32,3,0.040131005,306.9125754,899
Kremenchuk,aug_2022_27,8,2022,27/08/2022 8:38,5,0.026654957,206.7401226,517
Kremenchuk,feb_2020_08,2,2020,08/02/2020 9:11,5,0.000606276,4.62361593,1
Kremenchuk,feb_2020_17,2,2020,17/02/2020 9:00,0,0.018004152,144.4061897,1697
Kremenchuk,feb_2022_21,2,2022,21/02/2022 9:02,0,0.035381932,273.2322702,2147
Kremenchuk,jan_2019_20,1,2019,20/01/2019 9:13,6,0,42.45965783,0
Kremenchuk,jan_2021_17,1,2021,17/01/2021 8:46,6,0.017840711,143.1400514,134
Kremenchuk,jan_2021_18,1,2021,18/01/2021 9:02,0,0.033261845,256.9122792,219
Kremenchuk,mar_2019_18,3,2019,18/03/2019 9:15,0,0.001041001,8.0378901,8
Kremenchuk,mar_2019_21,3,2019,21/03/2019 9:13,3,0.021610429,173.1450945,4131
Kremenchuk,mar_2021_04,3,2021,04/03/2021 9:08,3,0.038686033,297.2119654,9359
Kremenchuk,mar_2022_17,3,2022,17/03/2022 8:41,3,0.023504287,182.5749618,1904
Kremenchuk,oct_2019_15,10,2019,15/10/2019 9:19,1,0.025598948,199.2001831,5215
Kremenchuk,oct_2021_04,10,2021,04/10/2021 8:53,0,0.005731295,43.5463505,196
Kremenchuk,sep_2019_07,9,2019,07/09/2019 9:15,5,0.040106403,306.9129519,7578
Kropyvnytskyi,aug_2019_19,8,2019,19/08/2019 9:13,0,0.012227173,96.94401846,4458
Kropyvnytskyi,aug_2019_20,8,2019,20/08/2019 9:29,1,0.005825301,44.63333114,325
Kropyvnytskyi,aug_2020_18,8,2020,18/08/2020 9:04,1,0.028723586,219.9730734,1087
Kropyvnytskyi,aug_2021_08,8,2021,08/08/2021 8:50,6,0.028746141,219.9730816,9753
Kropyvnytskyi,aug_2022_13,8,2022,13/08/2022 8:54,5,0.022523914,175.8299145,452
Kropyvnytskyi,aug_2022_21,8,2022,21/08/2022 8:57,6,0.023390306,183.291517,1391
Kropyvnytskyi,jan_2021_17,1,2021,17/01/2021 9:01,6,0.014491842,115.34042,31
Kropyvnytskyi,jul_2022_21,7,2022,21/07/2022 8:39,3,0.023877188,184.6705769,8403
Kropyvnytskyi,jun_2019_18,6,2019,18/06/2019 9:28,1,0.018334285,145.6046181,5281
Kropyvnytskyi,jun_2020_10,6,2020,10/06/2020 9:01,2,0.0178814,142.6961173,15492
Kropyvnytskyi,mar_2022_23,3,2022,23/03/2022 8:34,2,0.021347593,167.2353826,4496
Kropyvnytskyi,may_2019_01,5,2019,01/05/2019 8:43,2,0.003179446,25.00695453,158
Kropyvnytskyi,may_2020_13,5,2020,13/05/2020 8:46,2,0.028746722,219.9731279,8165
Kropyvnytskyi,sep_2020_13,9,2020,13/09/2020 9:01,6,0.016644877,133.1166494,7643
KryvyiRih,apr_2019_20,4,2019,20/04/2019 9:01,5,0.002671871,21.34867935,41
KryvyiRih,apr_2020_29,4,2020,29/04/2020 8:53,2,0.07585215,595.7304318,4293
KryvyiRih,aug_2019_14,8,2019,14/08/2019 9:33,2,0.056178699,448.353716,331
KryvyiRih,aug_2022_13,8,2022,13/08/2022 8:52,5,0.017029163,135.0233606,322
KryvyiRih,aug_2022_21,8,2022,21/08/2022 8:57,6,0.01708348,135.4902602,146
KryvyiRih,b_s1,10,2021,04/10/2021 8:53,0,0.045143153,357.942578,13991
KryvyiRih,b_s2,3,2021,04/03/2021 9:09,3,0.037242836,291.6077649,8473
KryvyiRih,feb_2020_04,2,2020,04/02/2020 8:56,1,0.075684783,595.1442276,4396
KryvyiRih,feb_2022_21,2,2022,21/02/2022 9:02,0,0.035438236,276.9194372,4127
KryvyiRih,jan_2019_20,1,2019,20/01/2019 9:12,6,0.017355986,235.1866441,1
KryvyiRih,jul_2019_05,7,2019,05/07/2019 8:59,4,0.07585215,595.7241177,14448
KryvyiRih,jul_2022_28,7,2022,28/07/2022 8:51,3,0.033137993,258.6108104,6060
KryvyiRih,jun_2022_08,6,2022,08/06/2022 8:51,2,0.023320152,185.8326148,2987
KryvyiRih,mar_2021_04,3,2021,04/03/2021 9:09,3,0.037242836,291.6077649,8473
KryvyiRih,oct_2020_25,10,2020,25/10/2020 8:58,6,0.002835998,22.48599623,200
KryvyiRih,oct_2021_04,10,2021,04/10/2021 8:53,0,0.045143153,357.942578,13991
Kuchurhan,aug_2019_20,8,2019,20/08/2019 9:10,1,0.0020041,16.37346455,14
Kuchurhan,aug_2019_31,8,2019,31/08/2019 9:05,5,0.008356602,67.06524308,375
Kuchurhan,aug_2021_09,8,2021,09/08/2021 9:07,0,0.008049058,65.46861963,108
Kuchurhan,jul_2019_29,7,2019,29/07/2019 9:21,0,0.003260134,26.00181311,3
Kuchurhan,mar_2022_12,3,2022,12/03/2022 9:01,5,0.007151495,57.22646023,421
Kuchurhan,mar_2022_26,3,2022,26/03/2022 9:20,5,0.006100113,48.70512396,235
Kuchurhan,oct_2021_24,10,2021,24/10/2021 9:10,6,0.008215413,65.93996559,350
Kyiv,apr_2019_03,4,2019,03/04/2019 9:19,2,0.071195746,519.1291293,202989
Kyiv,apr_2022_15,4,2022,15/04/2022 9:23,4,0.066871447,492.5130444,42289
Kyiv,aug_2019_06,8,2019,06/08/2019 9:22,1,0.025194405,193.6879804,34476
Kyiv,aug_2019_25,8,2019,25/08/2019 9:09,6,0.035933166,270.2005425,62945
Kyiv,aug_2022_24,8,2022,24/08/2022 9:22,2,0.026683391,206.4571079,16694
Kyiv,b_s1,10,2021,31/10/2021 9:25,6,0.061443745,453.1089587,39472
Kyiv,dec_2019_31,12,2019,31/12/2019 9:12,1,0.048136349,359.3045043,967
Kyiv,feb_2022_20,2,2022,20/02/2022 9:00,6,0.011029372,84.13581481,1446
Kyiv,feb_2022_22,2,2022,22/02/2022 9:26,1,0.014518924,110.232364,3618
Kyiv,feb_2022_28,2,2022,28/02/2022 9:06,0,0.071277588,519.1295823,38684
Kyiv,jan_2021_31,1,2021,31/01/2021 8:44,6,0.016601112,125.9842823,25
Kyiv,jul_2022_22,7,2022,22/07/2022 8:55,4,0.017739343,136.7030039,69301
Kyiv,jul_2022_28,7,2022,28/07/2022 8:51,3,0.00505013,38.84706427,946
Kyiv,jun_2022_30,6,2022,30/06/2022 9:12,3,0.02976134,233.1371131,62901
Kyiv,mar_2019_03,3,2019,03/03/2019 9:26,6,0.071150047,519.1293145,171747
Kyiv,mar_2019_15,3,2019,15/03/2019 9:17,4,0.001216563,9.039688414,449
Kyiv,mar_2020_03,3,2020,03/03/2020 9:36,1,0.034924283,265.4983483,59278
Kyiv,mar_2020_20,3,2020,20/03/2020 9:06,4,0.010504532,79.32724924,4678
Kyiv,mar_2022_08,3,2022,08/03/2022 9:13,1,0,6.600796656,0
Kyiv,mar_2022_10,3,2022,10/03/2022 9:38,3,0.071277588,519.1290996,9802
Kyiv,mar_2022_11,3,2022,11/03/2022 9:00,4,0.055392634,423.6408606,1024
Kyiv,mar_2022_14,3,2022,14/03/2022 8:50,0,0.054915021,420.0543985,2197
Kyiv,mar_2022_18,3,2022,18/03/2022 9:05,4,0.010736618,78.86583733,8326
Kyiv,mar_2022_19,3,2022,19/03/2022 9:05,5,0.057305481,423.0997935,7647
Kyiv,mar_2022_21,3,2022,21/03/2022 9:32,0,0.003638071,26.98363689,588
Kyiv,mar_2022_25,3,2022,25/03/2022 8:47,4,0.008226412,63.18488961,19
Kyiv,mar_2022_31,3,2022,31/03/2022 8:58,3,0.042612502,327.6809552,58651
Kyiv,may_2022_09,5,2022,09/05/2022 9:28,0,0.002458093,18.85805889,1002
Kyiv,may_2022_12,5,2022,12/05/2022 9:18,3,0.02510582,194.366813,72039
Kyiv,oct_2021_11,10,2021,11/10/2021 9:03,0,0.025352814,190.7677537,73715
Kyiv,oct_2021_12,10,2021,12/10/2021 9:19,1,0.007109424,54.23969273,1638
Kyiv,oct_2021_15,10,2021,15/10/2021 8:47,4,0.011126649,86.048231,3425
Kyiv,oct_2021_31,10,2021,31/10/2021 9:25,6,0.042504965,330.633298,16810
Kyiv,sep_2020_26,9,2020,26/09/2020 9:05,5,0.029294381,227.7526666,69850
Kyiv,sep_2020_28,9,2020,28/09/2020 8:53,0,0.019039734,143.9384522,7992
Kyiv,sep_2021_07,9,2021,07/09/2021 9:14,1,0.006551921,49.911291,8486
Luhansk,apr_2020_02,4,2020,02/04/2020 8:47,3,0.015526764,120.980643,182
Luhansk,apr_2020_12,4,2020,12/04/2020 8:13,6,0.005867931,46.34571146,177
Luhansk,apr_2020_13,4,2020,13/04/2020 8:49,0,0.007435031,59.03459879,434
Luhansk,apr_2020_19,4,2020,19/04/2020 8:21,6,0,104.2799882,0
Luhansk,apr_2020_26,4,2020,26/04/2020 8:24,6,0.00534618,42.07934463,791
Luhansk,apr_2022_19,4,2022,19/04/2022 8:26,1,0.008526196,67.88501298,298
Luhansk,aug_2020_03,8,2020,03/08/2020 8:43,0,0.005956393,47.03729517,162
Luhansk,aug_2020_05,8,2020,05/08/2020 8:42,2,0.006391174,50.55634368,266
Luhansk,dec_2019_16,12,2019,16/12/2019 8:24,0,0.042044895,333.6786293,79
Luhansk,feb_2019_24,2,2019,24/02/2019 9:14,6,0.005524891,43.45369695,9
Luhansk,feb_2021_17,2,2021,17/02/2021 8:18,2,0.014319744,111.4963079,29
Luhansk,feb_2022_13,2,2022,13/02/2022 8:36,6,0.002971888,23.19247113,92
Luhansk,feb_2022_19,2,2022,19/02/2022 8:32,5,0.002080635,16.42484611,31
Luhansk,feb_2022_20,2,2022,20/02/2022 8:18,6,0.004473514,35.46012958,6
Luhansk,jan_2020_02,1,2020,02/01/2020 8:22,3,0.013454438,107.6853461,68
Luhansk,jan_2021_16,1,2021,16/01/2021 8:17,5,0.023467529,185.2588574,128
Luhansk,jul_2019_22,7,2019,22/07/2019 8:35,0,0.012806388,100.016844,222
Luhansk,jul_2020_04,7,2020,04/07/2020 8:22,5,0.008468345,66.0241187,29
Luhansk,jul_2020_12,7,2020,12/07/2020 8:39,6,0.006700388,52.93811276,590
Luhansk,jul_2020_20,7,2020,20/07/2020 8:32,0,0.039755104,317.0462286,3559
Luhansk,jul_2020_26,7,2020,26/07/2020 8:10,6,0.025135658,196.1709352,238
Luhansk,jul_2021_13,7,2021,13/07/2021 8:17,1,0.002110973,16.71296263,1
Luhansk,jul_2021_21,7,2021,21/07/2021 8:43,2,0.005117539,40.99421978,18
Luhansk,jul_2021_27,7,2021,27/07/2021 8:27,1,0.003807217,30.44891444,20
Luhansk,jul_2022_07,7,2022,07/07/2022 8:15,3,0.002453791,19.24471279,4
Luhansk,jul_2022_08,7,2022,08/07/2022 8:41,4,0.030145331,239.983319,4164
Luhansk,jul_2022_12,7,2022,12/07/2022 8:31,1,0.043038247,341.9519583,6543
Luhansk,jul_2022_13,7,2022,13/07/2022 8:23,2,0.044759677,353.6689445,3458
Luhansk,jun_2019_02,6,2019,02/06/2019 8:35,6,0.055464971,432.6260735,6853
Luhansk,jun_2019_16,6,2019,16/06/2019 8:56,6,0.00156287,12.39720733,20
Luhansk,jun_2020_07,6,2020,07/06/2020 8:15,6,0.005796636,45.75264164,442
Luhansk,jun_2021_19,6,2021,19/06/2021 8:40,5,0.039288115,312.0161083,11178
