City,Date,Clouded_Area_Perc,Loop_Index
KryvyiRih,aug_2022_13,8.433319128283088,0
KryvyiRih,jul_2022_28,15.9792732619535,1
KryvyiRih,mar_2021_04,0.0,2
KryvyiRih,feb_2020_04,0.0,3
KryvyiRih,aug_2022_21,0.0,4
KryvyiRih,feb_2022_21,0.0,5
KryvyiRih,jun_2022_08,1.00290017054154,6
KryvyiRih,b_s1,0.0,7
KryvyiRih,apr_2019_20,0.0,8
KryvyiRih,oct_2021_04,0.0,9
KryvyiRih,aug_2019_14,0.0,10
KryvyiRih,b_s2,0.0,11
KryvyiRih,jan_2019_20,4.938930008526661,12
KryvyiRih,apr_2020_29,0.0,13
KryvyiRih,jul_2019_05,0.14893571802726607,14
KryvyiRih,oct_2020_25,0.0,15
Chernivtsi,mar_2021_30,0.0,16
Chernivtsi,feb_2021_26,0.0,17
Chernivtsi,aug_2021_08,0.0,18
Chernivtsi,sep_2020_25,0.0,19
Chernivtsi,may_2022_20,0.459412223217223,20
Chernivtsi,oct_2019_10,0.0,21
Chernivtsi,mar_2019_01,9.604522004017925,22
Chernivtsi,feb_2020_23,0.0,23
Chernivtsi,may_2020_01,26.8561260303659,24
Chernivtsi,sep_2022_19,7.194678331110451,25
Chernivtsi,mar_2019_03,0.0,26
Chernivtsi,aug_2020_04,18.586920027926695,27
Chernivtsi,mar_2019_10,0.5300431108361312,28
Chernivtsi,feb_2021_04,4.506163260190327,29
Chernivtsi,jul_2019_29,0.0,30
Mykolaiv,aug_2022_13,20.5185298764206,31
Mykolaiv,aug_2019_19,0.0,32
Mykolaiv,apr_2020_12,0.0,33
Mykolaiv,jul_2022_03,0.308558931873922,34
Mykolaiv,feb_2022_27,29.507784781348132,35
Mykolaiv,mar_2019_05,0.0,36
Mykolaiv,sep_2022_17,4.225021985670341,37
Mykolaiv,jul_2022_21,17.9132417613284,38
Mykolaiv,mar_2022_31,1.7811941048975202,39
Mykolaiv,jul_2019_07,0.0,40
Mykolaiv,feb_2021_05,1.0192288988635279,41
Mykolaiv,jul_2022_27,0.0,42
Mykolaiv,jan_2020_30,58.00488344001711,43
Mykolaiv,may_2022_21,1.41232764839589,44
Mykolaiv,mar_2022_15,0.0,45
Mykolaiv,jun_2019_18,0.0,46
Mykolaiv,jan_2021_17,0.0,47
Mykolaiv,jan_2020_25,0.0,48
Mykolaiv,b_s1,1.8540197362869482,49
Mykolaiv,dec_2020_27,2.9376941337580678,50
Mykolaiv,oct_2019_11,1.02298624519208,51
Mykolaiv,feb_2022_04,1.8540197362869482,52
Mykolaiv,nov_2020_27,13.063641872518101,53
Mykolaiv,jul_2022_05,13.5228071107956,54
Mykolaiv,mar_2022_13,0.0,55
Mykolaiv,apr_2021_24,9.572948757961848,56
Mykolaiv,b_s2,0.0,57
Mykolaiv,jul_2019_16,0.0,58
Mykolaiv,sep_2022_06,18.569398715369395,59
Mykolaiv,may_2020_21,15.827997811450498,60
Mykolaiv,apr_2020_08,0.0,61
Mykolaiv,may_2022_09,0.0,62
Mykolaiv,jun_2021_19,0.4886726785042225,63
Mykolaiv,may_2021_27,0.8151002773980921,64
Mykolaiv,nov_2021_11,0.0,65
Kovel,feb_2021_01,0.0,66
Kovel,may_2022_18,14.6696761915652,67
Kovel,feb_2021_23,0.0,68
Kovel,mar_2019_20,12.2360507224187,69
Odessa,may_2021_22,1.6229406835260816,70
Odessa,aug_2019_11,0.0,71
Odessa,sep_2020_27,0.0,72
Odessa,may_2020_04,0.0,73
Odessa,may_2022_28,1.4506471583735778,74
Odessa,sep_2022_22,16.4499436586777,75
Odessa,jan_2020_11,1.2176523129735854,76
Odessa,jul_2022_09,0.0,77
Odessa,apr_2020_20,1.06412499244942,78
Odessa,jan_2020_14,2.9321294579074872,79
Odessa,feb_2020_02,0.0,80
Odessa,sep_2022_30,0.0,81
Odessa,feb_2021_05,0.0,82
Odessa,mar_2022_27,10.540648924967902,83
Odessa,mar_2022_14,40.9798178133252,84
Odessa,aug_2021_15,0.0,85
Odessa,dec_2021_03,0.20624738358672998,86
Odessa,mar_2021_28,0.0,87
Odessa,feb_2022_26,0.010882805027677238,88
Odessa,mar_2021_07,0.0,89
Odessa,may_2021_11,0.420313433587221,90
Odessa,oct_2021_30,1.22191538811851,91
Odessa,jul_2022_10,0.0,92
Odessa,may_2022_20,0.0,93
Odessa,jul_2019_25,9.77629489590495,94
Odessa,jan_2019_09,0.0,95
Odessa,mar_2022_16,8.61160250604024,96
Odessa,jan_2019_17,0.0,97
Odessa,apr_2020_19,7.574824683648439,98
Odessa,b_s1,0.20624738358672998,99
Odessa,nov_2020_27,0.0,100
Odessa,mar_2022_13,51.8931755424895,101
Odessa,jul_2022_17,5.58509245895249,102
Odessa,jun_2019_30,2.29479884347345,103
Odessa,aug_2021_28,23.4295432298143,104
Odessa,jun_2022_09,0.620444286917915,105
Odessa,aug_2019_14,0.0,106
Odessa,jul_2021_20,0.8641159614614582,107
Odessa,mar_2022_25,18.21383170696563,108
Odessa,b_s2,0.0,109
Odessa,mar_2021_23,0.0,110
Odessa,sep_2021_09,0.0,111
Odessa,may_2022_12,0.0,112
Odessa,may_2022_09,0.0,113
Odessa,jun_2021_29,6.1021561870065,114
Odessa,aug_2022_17,18.563588315600896,115
Odessa,mar_2020_08,0.0,116
Odessa,sep_2022_05,14.177817692189699,117
Odessa,jul_2021_31,2.190126460174068,118
Odessa,jul_2021_09,0.0,119
Odessa,mar_2022_30,0.0,120
Odessa,oct_2020_09,1.42514688810245,121
Odessa,nov_2020_24,0.0,122
Odessa,aug_2019_17,6.5258183303202095,123
Kuchurhan,aug_2021_09,0.0,124
Kuchurhan,aug_2019_31,0.0,125
Kuchurhan,oct_2021_24,14.6788151280838,126
Kuchurhan,mar_2022_26,0.0,127
Kuchurhan,mar_2022_12,0.0,128
Kuchurhan,jul_2019_29,0.0,129
Kuchurhan,aug_2019_20,0.0,130
Pletenivka,jul_2021_28,0.0,131
Pletenivka,aug_2020_11,12.5677740541194,132
Pletenivka,jul_2022_09,0.0,133
Pletenivka,sep_2020_12,0.0,134
Pletenivka,mar_2020_17,0.0,135
Pletenivka,jul_2022_02,0.0,136
Pletenivka,aug_2020_27,0.0,137
Pletenivka,may_2022_13,1.57712270603329,138
Pletenivka,apr_2019_21,5.27782545511494,139
Pletenivka,apr_2019_27,0.0,140
Pletenivka,aug_2020_25,0.0,141
Pletenivka,mar_2022_11,0.0,142
Pletenivka,jun_2022_20,0.0,143
Smila,mar_2019_18,0.0,144
Smila,jan_2019_09,0.0,145
Smila,feb_2020_19,7.20762354569795,146
Smila,nov_2021_12,0.0,147
Lutsk,mar_2022_18,0.0,148
Lutsk,feb_2021_01,0.0,149
Lutsk,mar_2020_20,10.7707942123084,150
Lutsk,apr_2020_03,0.0,151
Lutsk,apr_2021_05,0.7475124227452219,152
Lutsk,oct_2021_06,0.0,153
Lutsk,mar_2021_08,11.892400063991023,154
Lutsk,sep_2020_16,0.0,155
Lutsk,may_2021_10,0.0,156
Lutsk,jun_2019_15,0.0,157
Lutsk,apr_2019_14,0.0,158
Lutsk,jan_2019_17,11.775890287325,159
Lutsk,mar_2019_01,15.0357600496142,160
Lutsk,apr_2019_02,0.0,161
Lutsk,oct_2019_13,0.0,162
Lutsk,feb_2022_14,0.0,163
Lutsk,sep_2020_22,0.0,164
Lutsk,sep_2022_05,3.67949513756946,165
Dnipro,jul_2019_22,2.9264272021415794,166
Dnipro,sep_2021_30,0.0,167
Dnipro,jan_2022_13,3.66837624677336,168
Dnipro,oct_2020_08,0.0,169
Dnipro,apr_2019_22,15.0452561428873,170
Dnipro,feb_2020_02,3.809991586845831,171
Dnipro,jun_2021_30,10.4407867013838,172
Dnipro,mar_2020_01,0.0,173
Dnipro,aug_2022_10,0.0,174
Dnipro,jul_2019_24,5.969868991457509,175
Dnipro,jan_2020_09,0.0,176
Dnipro,feb_2021_19,0.0,177
Dnipro,b_s1,3.0837443928718313,178
Dnipro,apr_2020_10,0.0,179
Dnipro,jan_2020_08,0.0,180
Dnipro,apr_2020_02,0.0,181
Dnipro,jan_2020_16,1.25493278524535,182
Dnipro,oct_2021_09,0.0,183
Dnipro,aug_2019_14,0.0,184
Dnipro,apr_2019_27,0.0,185
Dnipro,jun_2021_05,5.122438092869705,186
Dnipro,sep_2019_01,0.0,187
Dnipro,aug_2019_24,0.0,188
Dnipro,aug_2022_27,0.9719157777655046,189
Kropyvnytskyi,aug_2022_13,5.79863121450008,190
Kropyvnytskyi,aug_2019_19,0.0,191
Kropyvnytskyi,jul_2022_21,1.7621871606006998,192
Kropyvnytskyi,sep_2020_13,0.0,193
Kropyvnytskyi,aug_2020_18,1.1883783328824402,194
Kropyvnytskyi,aug_2021_08,0.0,195
Kropyvnytskyi,aug_2022_21,2.7700539159586,196
Kropyvnytskyi,may_2019_01,1.1402209959104102,197
Kropyvnytskyi,jun_2019_18,0.0,198
Kropyvnytskyi,mar_2022_23,0.0,199
Kropyvnytskyi,jan_2021_17,0.0,200
Kropyvnytskyi,jun_2020_10,0.0,201
Kropyvnytskyi,may_2020_13,0.0,202
Kropyvnytskyi,aug_2019_20,0.320996978117138,203
Berehove,may_2021_24,5.67213049078927,204
Berehove,apr_2020_20,0.0,205
Berehove,aug_2022_04,0.0,206
Berehove,jul_2021_22,0.0,207
Berehove,mar_2022_27,0.0,208
Berehove,jul_2021_17,9.202468232454462,209
Berehove,jul_2022_16,17.4022616280011,210
Berehove,jul_2022_10,32.46299335088424,211
Berehove,mar_2022_03,23.5558563016433,212
Berehove,jan_2022_09,0.0,213
Berehove,may_2022_14,0.0,214
Berehove,jun_2019_10,0.767682031580846,215
Berehove,may_2022_03,0.0,216
Berehove,jul_2021_18,0.0,217
Berehove,may_2022_12,0.0,218
Berehove,may_2021_21,0.195240786687519,219
Uzhhorod,jul_2020_05,3.9508114050325003,220
Uzhhorod,oct_2019_17,0.0,221
Uzhhorod,apr_2022_30,10.211137288153699,222
Uzhhorod,jun_2019_01,7.603570606345488,223
Uzhhorod,dec_2021_09,0.0,224
Uzhhorod,mar_2019_31,0.0,225
Uzhhorod,mar_2022_28,0.0,226
Uzhhorod,mar_2022_27,0.0,227
Uzhhorod,apr_2022_14,0.0,228
Uzhhorod,apr_2022_15,6.356245920032521,229
Uzhhorod,apr_2022_10,21.9342838016704,230
Uzhhorod,mar_2022_03,9.311035795442,231
Uzhhorod,mar_2022_19,0.0,232
Uzhhorod,jun_2019_10,0.362114777148473,233
Uzhhorod,feb_2022_28,7.516240545147751,234
Uzhhorod,may_2022_12,0.0,235
Uzhhorod,apr_2019_30,5.963019320803648,236
Alchevsk,apr_2022_27,13.9235002462235,237
Alchevsk,sep_2019_12,0.0,238
Alchevsk,feb_2020_10,0.0,239
Alchevsk,mar_2019_05,0.0,240
Alchevsk,aug_2021_09,17.1779413721872,241
Alchevsk,dec_2019_02,0.0,242
Alchevsk,may_2021_29,3.3543675739040393,243
Alchevsk,jul_2022_15,0.0,244
Alchevsk,sep_2021_08,0.0,245
Alchevsk,may_2019_29,3.2975232056674595,246
Alchevsk,jan_2022_21,0.0,247
Alchevsk,dec_2021_22,0.0,248
Alchevsk,nov_2021_07,0.0,249
Alchevsk,jun_2021_30,7.492284056053729,250
Alchevsk,oct_2019_09,0.0,251
Alchevsk,feb_2022_13,0.0,252
Alchevsk,dec_2019_16,0.644630956532595,253
Alchevsk,nov_2021_18,0.0,254
Alchevsk,apr_2021_25,1.48022699298846,255
Alchevsk,aug_2020_23,0.0,256
Alchevsk,jul_2021_27,39.11450726985299,257
Alchevsk,aug_2021_07,0.0,258
Alchevsk,jul_2019_28,5.741820949046479,259
Alchevsk,oct_2020_15,0.0,260
Alchevsk,mar_2019_14,0.165859033978183,261
Alchevsk,jun_2022_12,11.771704714213598,262
Alchevsk,dec_2021_20,19.5654002153801,263
Alchevsk,jul_2019_03,0.0,264
Alchevsk,may_2021_31,0.0,265
Alchevsk,sep_2020_24,0.0,266
Alchevsk,aug_2021_25,1.4403899194824998,267
Alchevsk,feb_2021_23,0.0,268
Alchevsk,may_2022_06,0.0,269
Alchevsk,jul_2021_02,17.181730155141,270
Alchevsk,aug_2019_24,0.0,271
Alchevsk,jul_2020_26,0.0,272
Alchevsk,jul_2019_29,16.1293896127844,273
Alchevsk,jul_2021_10,0.0,274
Alchevsk,sep_2020_20,0.0,275
Alchevsk,jun_2021_27,43.91844158115039,276
Alchevsk,jan_2022_08,0.0,277
Alchevsk,jul_2021_12,0.0,278
Alchevsk,oct_2020_20,0.0,279
Alchevsk,oct_2021_21,0.0,280
Storozhynets,feb_2021_26,0.0,281
Storozhynets,aug_2021_08,0.0,282
Storozhynets,sep_2020_25,0.0,283
Storozhynets,oct_2019_10,0.0,284
Storozhynets,mar_2019_01,0.20964010135615196,285
Storozhynets,feb_2020_23,0.0,286
Storozhynets,may_2020_01,7.533462323978693,287
Storozhynets,mar_2019_03,0.0,288
Storozhynets,aug_2020_04,0.0,289
Storozhynets,feb_2021_04,41.7361357187048,290
Zhytomyr,dec_2019_04,0.0,291
Zhytomyr,dec_2021_04,0.0,292
Zhytomyr,jan_2019_24,0.0,293
Zhytomyr,sep_2021_10,0.0,294
Zhytomyr,feb_2022_23,6.448638046900651,295
Zhytomyr,may_2021_11,0.0,296
Zhytomyr,feb_2020_06,0.0,297
Zhytomyr,aug_2019_25,3.41660790119471,298
Zhytomyr,feb_2022_22,0.0,299
Zhytomyr,aug_2022_18,0.0,300
Zhytomyr,feb_2022_14,0.0,301
Zhytomyr,feb_2019_21,0.558419397251744,302
Zhytomyr,aug_2022_25,0.0,303
Zhytomyr,sep_2020_14,0.0,304
Zhytomyr,mar_2019_23,0.0,305
Sumy,jul_2022_08,1.5781113981195616,306
Sumy,sep_2020_19,0.0,307
Sumy,nov_2020_04,10.247168654468078,308
Sumy,oct_2021_01,0.0,309
Sumy,apr_2019_01,7.02778076273512,310
Sumy,may_2021_25,13.4892001127873,311
Sumy,aug_2022_21,0.0,312
Sumy,feb_2021_05,42.701170095267194,313
Sumy,jul_2022_27,0.7282427579427386,314
Sumy,mar_2022_06,0.0,315
Sumy,mar_2021_28,1.6237756787722917,316
Sumy,jul_2020_25,0.9422355231156087,317
Sumy,mar_2022_15,0.0,318
Sumy,mar_2022_23,0.0,319
Sumy,oct_2019_15,0.0,320
Sumy,mar_2022_20,0.0,321
Sumy,mar_2020_25,0.0,322
Sumy,mar_2022_22,0.0,323
Sumy,may_2022_04,25.46309604092112,324
Sumy,feb_2020_29,0.0,325
Sumy,mar_2022_17,0.0,326
Milove,jul_2021_30,0.0,327
Milove,dec_2020_01,0.0,328
Milove,oct_2020_26,0.16066712455991103,329
Milove,jan_2020_30,9.603633879252138,330
Milove,jul_2020_04,0.0,331
Milove,may_2019_18,0.0,332
Milove,dec_2020_09,0.0,333
Kamyanets-Podilskyi,feb_2019_08,1.9076320460049403,334
Kamyanets-Podilskyi,feb_2019_16,0.10603724658901768,335
Kamyanets-Podilskyi,aug_2021_08,0.0,336
Kamyanets-Podilskyi,jun_2022_04,0.0,337
Kamyanets-Podilskyi,may_2021_07,1.4286538242549003,338
Kamyanets-Podilskyi,feb_2019_19,0.0,339
Kamyanets-Podilskyi,feb_2021_25,0.0,340
Kamyanets-Podilskyi,mar_2020_27,0.0,341
Kamyanets-Podilskyi,feb_2020_23,3.34863454788534,342
Kherson,apr_2022_20,28.6986852990717,343
Kherson,aug_2019_19,0.0,344
Kherson,mar_2021_04,0.0,345
Kherson,apr_2022_25,0.0,346
Kherson,jul_2022_22,4.112592281556133,347
Kherson,aug_2022_23,0.0,348
Kherson,mar_2022_31,0.05026883029984059,349
Kherson,aug_2022_29,0.0,350
Kherson,mar_2022_14,13.1506124798964,351
Kherson,may_2022_07,0.0,352
Kherson,jul_2019_12,31.28584713604234,353
Kherson,apr_2022_15,33.5977000111156,354
Kherson,sep_2020_09,0.0,355
Kherson,mar_2022_16,0.0,356
Kherson,apr_2020_24,0.0,357
Kherson,aug_2021_22,0.9511153240813379,358
Kherson,b_s1,0.0,359
Kherson,aug_2022_19,8.57718241796975,360
Kherson,may_2022_08,0.0,361
Kherson,apr_2022_07,0.0,362
Kherson,apr_2020_29,0.0,363
Kherson,sep_2022_21,1.01678502499859,364
Kherson,nov_2021_11,0.0,365
Cherkasy,sep_2020_19,1.0213847694263125,366
Cherkasy,mar_2021_30,0.0,367
Cherkasy,jul_2022_21,0.9108703505006509,368
Cherkasy,mar_2019_18,0.0,369
Cherkasy,aug_2022_21,0.0,370
Cherkasy,may_2019_30,0.0,371
Cherkasy,aug_2021_15,0.0,372
Cherkasy,jan_2019_09,0.0,373
Cherkasy,feb_2020_19,0.08706200607247962,374
Cherkasy,nov_2021_12,0.0,375
Cherkasy,apr_2020_18,10.939184592575208,376
Cherkasy,jun_2021_24,1.27689212179283,377
Cherkasy,nov_2021_11,0.0,378
Porubne,mar_2022_29,0.0,379
Porubne,feb_2021_26,0.0,380
Porubne,sep_2020_25,0.0,381
Porubne,mar_2022_15,0.0,382
Porubne,apr_2022_15,0.0,383
Porubne,apr_2022_01,1.5951221816532797,384
Porubne,mar_2019_01,0.0,385
Porubne,sep_2019_02,0.0,386
Porubne,may_2020_01,30.319747219210626,387
Porubne,mar_2019_03,0.0,388
Porubne,mar_2019_10,40.1122771738275,389
Porubne,feb_2021_04,15.0800568523279,390
Porubne,may_2022_15,16.0842574569583,391
Porubne,apr_2022_21,1.86661896260094,392
Porubne,mar_2022_30,10.5272486692868,393
Merefa,sep_2022_01,9.886712298964621,394
Merefa,apr_2020_07,0.0,395
Merefa,feb_2022_20,0.0,396
Merefa,mar_2020_01,0.0,397
Merefa,jan_2021_18,0.0,398
Merefa,oct_2019_20,0.0,399
Merefa,jun_2020_09,0.0,400
Merefa,oct_2020_09,0.0,401
Oleksandriya,dec_2021_26,0.0,402
Oleksandriya,mar_2019_18,0.0,403
Oleksandriya,feb_2022_21,0.0,404
Oleksandriya,feb_2021_14,0.0,405
Oleksandriya,nov_2019_23,0.0,406
Oleksandriya,feb_2020_19,0.0,407
Oleksandriya,jan_2019_20,0.0,408
Udobne,aug_2021_09,0.0,409
Udobne,sep_2022_30,0.0,410
Udobne,jul_2019_06,11.477089868047699,411
Udobne,oct_2021_24,27.0224699909006,412
Udobne,may_2022_08,0.0,413
Udobne,sep_2019_16,0.0,414
Udobne,jul_2021_20,40.605593305376,415
Rava-Ruska,may_2022_24,5.9178992547700195,416
Rava-Ruska,mar_2022_18,0.10078973357613498,417
Rava-Ruska,feb_2021_26,0.0,418
Rava-Ruska,jan_2022_29,7.7332599392778185,419
Rava-Ruska,jun_2022_07,0.0,420
Rava-Ruska,mar_2022_28,0.0,421
Rava-Ruska,mar_2022_23,0.0,422
Rava-Ruska,apr_2020_23,15.5003385477226,423
Rava-Ruska,jan_2020_07,0.0,424
Rava-Ruska,jun_2022_18,40.4239348075086,425
Rava-Ruska,may_2022_18,0.0,426
Rava-Ruska,may_2022_17,0.0,427
Rava-Ruska,jan_2020_15,0.0,428
Rava-Ruska,jan_2020_13,7.915455418808838,429
Vinnytsia,aug_2019_07,1.310566409910163,430
Vinnytsia,aug_2022_23,0.0,431
Vinnytsia,mar_2022_31,5.166200890924005,432
Vinnytsia,apr_2020_03,0.0,433
Vinnytsia,feb_2022_23,7.142191918258076,434
Vinnytsia,apr_2019_06,0.0,435
Vinnytsia,sep_2020_06,0.0,436
Vinnytsia,mar_2020_12,2.1020643195690396,437
Vinnytsia,feb_2019_21,0.0,438
Vinnytsia,aug_2020_26,7.38646201921535,439
Vinnytsia,sep_2020_14,0.0,440
Vinnytsia,mar_2020_04,4.28880202080249,441
Chortkiv,sep_2020_25,0.0,442
Chortkiv,mar_2021_06,0.0,443
Chortkiv,mar_2021_24,0.0,444
Chortkiv,may_2020_01,2.67629103812682,445
Chortkiv,jul_2019_29,0.0,446
Chortkiv,mar_2020_29,0.22129392186327998,447
Khmelnytskyi,aug_2020_15,0.057635248038235005,448
Khmelnytskyi,sep_2021_30,24.0782789348323,449
Khmelnytskyi,jun_2020_27,0.0,450
Khmelnytskyi,jun_2019_13,13.9142571476212,451
Khmelnytskyi,nov_2021_26,0.384966820398228,452
Khmelnytskyi,jul_2019_01,0.0,453
Khmelnytskyi,oct_2021_25,0.0,454
Khmelnytskyi,dec_2019_31,0.0,455
Khmelnytskyi,jun_2019_18,19.0408234149632,456
Khmelnytskyi,feb_2021_25,0.0,457
Khmelnytskyi,may_2022_01,5.39679129530535,458
Khmelnytskyi,jul_2022_02,0.0,459
Khmelnytskyi,jan_2020_25,0.0,460
Khmelnytskyi,jan_2020_08,0.0,461
Khmelnytskyi,oct_2021_15,0.0,462
Khmelnytskyi,nov_2020_23,25.519952169091695,463
Khmelnytskyi,feb_2020_07,0.0,464
Khmelnytskyi,nov_2019_05,0.0,465
Khmelnytskyi,mar_2020_23,0.0,466
Khmelnytskyi,may_2022_12,0.0,467
Khmelnytskyi,aug_2020_26,5.1907191145030795,468
Khmelnytskyi,jun_2022_23,5.917508511103651,469
Pervomaisk,feb_2019_17,0.0,470
Pervomaisk,dec_2019_07,0.0,471
Pervomaisk,jan_2020_24,69.13108885632302,472
Pervomaisk,aug_2021_08,0.0,473
Pervomaisk,aug_2022_23,0.0,474
Pervomaisk,jan_2020_30,5.581219456753891,475
Pervomaisk,aug_2021_16,0.0,476
Pervomaisk,feb_2019_19,0.0,477
Pervomaisk,aug_2019_01,0.0,478
Pervomaisk,feb_2020_19,0.0,479
Pervomaisk,apr_2019_07,1.45438659985688,480
Lviv,aug_2019_21,0.0,481
Lviv,feb_2022_24,69.7468569761049,482
Lviv,jan_2019_08,0.0,483
Lviv,apr_2022_25,3.6758440521265605,484
Lviv,may_2022_11,0.0,485
Lviv,mar_2022_21,0.0,486
Lviv,jun_2022_30,2.42576608212992,487
Lviv,aug_2019_02,14.097703815359798,488
Lviv,mar_2020_27,0.0,489
Lviv,b_s1,0.0,490
Lviv,mar_2022_26,3.9675820822093604,491
Lviv,apr_2020_10,0.0,492
Lviv,sep_2021_05,14.550578871271501,493
Lviv,sep_2019_09,2.31957457139328,494
Lviv,may_2022_19,0.0,495
Lviv,apr_2020_09,0.0,496
Lviv,feb_2022_14,0.0,497
Lviv,sep_2020_22,0.0,498
Lviv,jan_2019_19,0.0,499
Lviv,may_2022_06,10.4696381048347,500
Lviv,aug_2022_25,0.0,501
Lviv,feb_2022_25,9.94139260314804,502
Luhansk,may_2021_22,2.1123731163146795,503
Luhansk,aug_2020_03,21.1238877974575,504
Luhansk,apr_2020_12,29.899577947189897,505
Luhansk,jul_2022_08,3.7151717343893,506
Luhansk,feb_2021_17,0.0,507
Luhansk,jul_2019_22,1.99848330363803,508
Luhansk,sep_2019_11,0.0,509
Luhansk,feb_2019_24,0.0,510
Luhansk,jun_2020_07,5.29412614242286,511
Luhansk,mar_2019_07,0.0,512
Luhansk,feb_2022_20,19.1414578324257,513
Luhansk,sep_2020_13,0.0,514
Luhansk,apr_2020_26,0.0,515
Luhansk,jun_2021_30,13.1535061674944,516
Luhansk,jul_2020_12,5.81884892405232,517
