"City","Date","Npop_img","Npop_aoi","Proportion","Pop_threshold"
"Alchevsk","apr_2021_25",8725.1796875,105562.390625,0.0826542449052271,"Below"
"Alchevsk","apr_2022_27",91231.90625,105562.390625,0.864246306945552,"Above"
"Alchevsk","aug_2019_24",105720.9453125,105562.390625,1.00150199978005,"Above"
"Alchevsk","aug_2020_23",3235.1083984375,105562.390625,0.0306464108977022,"Below"
"Alchevsk","aug_2021_07",103711.3125,105562.390625,0.982464605869189,"Above"
"Alchevsk","aug_2021_09",45039.10546875,105562.390625,0.426658634785442,"Below"
"Alchevsk","aug_2021_25",6010.71435546875,105562.390625,0.0569399226360951,"Below"
"Alchevsk","dec_2019_02",103330.40625,105562.390625,0.978856253995527,"Above"
"Alchevsk","dec_2019_16",106201.390625,105562.390625,1.00605329223994,"Above"
"Alchevsk","dec_2021_20",106200.1796875,105562.390625,1.00604182094327,"Above"
"Alchevsk","dec_2021_22",87017.0078125,105562.390625,0.824318275640605,"Above"
"Alchevsk","feb_2020_10",96875.4375,105562.390625,0.917707878027701,"Above"
"Alchevsk","feb_2021_23",53794.3671875,105562.390625,0.509597848902449,"Above"
"Alchevsk","feb_2022_13",591.751647949219,105562.390625,0.0056057052558743,"Below"
"Alchevsk","jan_2022_08",56967.75390625,105562.390625,0.539659565958698,"Above"
"Alchevsk","jan_2022_21",10224.55078125,105562.390625,0.0968578934288416,"Below"
"Alchevsk","jul_2019_03",61476.3203125,105562.390625,0.582369534722727,"Above"
"Alchevsk","jul_2019_28",94197.796875,105562.390625,0.892342398815392,"Above"
"Alchevsk","jul_2019_29",581.390502929688,105562.390625,0.00550755339555562,"Below"
"Alchevsk","jul_2020_26",105596.75,105562.390625,1.00032548879195,"Above"
"Alchevsk","jul_2021_02",2574.90551757812,105562.390625,0.0243922622662575,"Below"
"Alchevsk","jul_2021_10",36866.46484375,105562.390625,0.349238631537955,"Below"
"Alchevsk","jul_2021_12",88803.3984375,105562.390625,0.841240880504169,"Above"
"Alchevsk","jul_2021_27",74980.171875,105562.390625,0.710292476620387,"Above"
"Alchevsk","jul_2022_15",1339.943359375,105562.390625,0.0126933783087105,"Below"
"Alchevsk","jun_2021_27",64251.81640625,105562.390625,0.608662005718478,"Above"
"Alchevsk","jun_2021_30",54581.03125,105562.390625,0.517049973260778,"Above"
"Alchevsk","jun_2022_12",103376.578125,105562.390625,0.979293643436279,"Above"
"Alchevsk","mar_2019_05",12783.3447265625,105562.390625,0.121097529630359,"Below"
"Alchevsk","mar_2019_14",103221.171875,105562.390625,0.977821469027573,"Above"
"Alchevsk","may_2019_29",106201.390625,105562.390625,1.00605329223994,"Above"
"Alchevsk","may_2021_29",57619.91015625,105562.390625,0.545837488286326,"Above"
"Alchevsk","may_2021_31",55582.3046875,105562.390625,0.526535107422403,"Above"
"Alchevsk","may_2022_06",104195.703125,105562.390625,0.987053272553716,"Above"
"Alchevsk","nov_2021_07",86719.71875,105562.390625,0.821502035304063,"Above"
"Alchevsk","nov_2021_18",4562.21240234375,105562.390625,0.0432181610830562,"Below"
"Alchevsk","oct_2019_09",59151.79296875,105562.390625,0.560349122623425,"Above"
"Alchevsk","oct_2020_15",1775.1123046875,105562.390625,0.0168157645367602,"Below"
"Alchevsk","oct_2020_20",51935.9453125,105562.390625,0.491992886907965,"Below"
"Alchevsk","oct_2021_21",605.285400390625,105562.390625,0.00573391145091477,"Below"
"Alchevsk","sep_2019_12",106201.390625,105562.390625,1.00605329223994,"Above"
"Alchevsk","sep_2020_20",65610.8671875,105562.390625,0.621536389987379,"Above"
"Alchevsk","sep_2020_24",1496.85876464844,105562.390625,0.0141798490521675,"Below"
"Alchevsk","sep_2021_08",30407.484375,105562.390625,0.288052252274388,"Below"
"Berdychiv","feb_2019_21",71715.6484375,71342.421875,1.00523148153218,"Above"
"Berehove","apr_2020_20",45661.859375,51419.96484375,0.888018097907162,"Above"
"Berehove","aug_2022_04",13992.169921875,51419.96484375,0.272115509304471,"Below"
"Berehove","jan_2022_09",51927.3125,51419.96484375,1.00986674451824,"Above"
"Berehove","jul_2021_17",17781.65234375,51419.96484375,0.345812222894029,"Below"
"Berehove","jul_2021_18",15870.0830078125,51419.96484375,0.308636597789146,"Below"
"Berehove","jul_2021_22",2427.6748046875,51419.96484375,0.0472126889247101,"Below"
"Berehove","jul_2022_10",12970.7373046875,51419.96484375,0.252250995194215,"Below"
"Berehove","jul_2022_16",7801.1064453125,51419.96484375,0.151713570186556,"Below"
"Berehove","jun_2019_10",39904.0546875,51419.96484375,0.776042045317545,"Above"
"Berehove","mar_2022_03",50728.4140625,51419.96484375,0.986550928547862,"Above"
"Berehove","mar_2022_27",44667.96484375,51419.96484375,0.868689136203859,"Above"
"Berehove","may_2021_21",4289.41796875,51419.96484375,0.0834193096355524,"Below"
"Berehove","may_2021_24",7843.74658203125,51419.96484375,0.152542822731716,"Below"
"Berehove","may_2022_03",4206.02734375,51419.96484375,0.0817975538593009,"Below"
"Berehove","may_2022_12",11472.6875,51419.96484375,0.223117373472776,"Below"
"Berehove","may_2022_14",44420.64453125,51419.96484375,0.863879325204347,"Above"
"Bila_Tserkva","apr_2019_03",221830.921875,226356.6875,0.980006044111244,"Above"
"Bila_Tserkva","apr_2019_10",148416.03125,226356.6875,0.655673277821756,"Above"
"Bila_Tserkva","apr_2019_26",208847.34375,226356.6875,0.922647110878931,"Above"
"Bila_Tserkva","aug_2020_26",219181.234375,226356.6875,0.968300237981703,"Above"
"Bila_Tserkva","aug_2021_16",38197.28515625,226356.6875,0.168748206991896,"Below"
"Bila_Tserkva","aug_2022_28",227083.296875,226356.6875,1.00321001947424,"Above"
"Bila_Tserkva","aug_2022_30",224762.09375,226356.6875,0.992955393685906,"Above"
"Bila_Tserkva","jan_2019_25",119522.90625,226356.6875,0.528029048180872,"Above"
"Bila_Tserkva","jul_2022_06",224078.78125,226356.6875,0.989936651418792,"Above"
"Bila_Tserkva","jun_2019_11",14993.3623046875,226356.6875,0.0662377704422252,"Below"
"Bila_Tserkva","jun_2019_18",222522.84375,226356.6875,0.983062820929468,"Above"
"Bila_Tserkva","jun_2022_30",177352.828125,226356.6875,0.783510441347133,"Above"
"Bila_Tserkva","mar_2019_03",224797.484375,226356.6875,0.993111742611978,"Above"
"Bila_Tserkva","mar_2021_30",225074.234375,226356.6875,0.9943343705054,"Above"
"Bila_Tserkva","may_2022_12",227072.359375,226356.6875,1.00316169971784,"Above"
"Bila_Tserkva","nov_2021_13",226775.078125,226356.6875,1.00184836873883,"Above"
"Bila_Tserkva","oct_2020_14",3287.70581054688,226356.6875,0.0145244474411514,"Below"
"Bila_Tserkva","oct_2020_27",221672.546875,226356.6875,0.97930637403854,"Above"
"Bila_Tserkva","oct_2021_01",227083.296875,226356.6875,1.00321001947424,"Above"
"Bila_Tserkva","oct_2021_26",227083.296875,226356.6875,1.00321001947424,"Above"
"Cherkasy","apr_2020_18",336954.03125,335324.59375,1.00485928419916,"Above"
"Cherkasy","aug_2021_15",213487.53125,335324.59375,0.636659330180729,"Above"
"Cherkasy","aug_2022_21",300343.65625,335324.59375,0.895680370148812,"Above"
"Cherkasy","feb_2020_19",7411.27392578125,335324.59375,0.0221017905155704,"Below"
"Cherkasy","jan_2019_09",228582.703125,335324.59375,0.681675926506658,"Above"
"Cherkasy","jul_2022_21",290606.65625,335324.59375,0.866642834037579,"Above"
"Cherkasy","jun_2021_24",191905.3125,335324.59375,0.572297159459393,"Above"
"Cherkasy","mar_2019_18",7011.18603515625,335324.59375,0.0209086543779828,"Below"
"Cherkasy","mar_2021_30",257550.5625,335324.59375,0.768063444496457,"Above"
"Cherkasy","may_2019_30",308697.53125,335324.59375,0.920593171523077,"Above"
"Cherkasy","nov_2021_11",280683.9375,335324.59375,0.837051450241263,"Above"
"Cherkasy","nov_2021_12",3497.15576171875,335324.59375,0.0104291657304625,"Below"
"Cherkasy","sep_2020_19",281064.84375,335324.59375,0.838187383176394,"Above"
"Chernihiv","apr_2019_03",283380.28125,295522.96875,0.958911188692503,"Above"
"Chernihiv","apr_2022_28",295714.15625,295522.96875,1.00064694632979,"Above"
"Chernihiv","aug_2019_07",76522.1484375,295522.96875,0.258938074293083,"Below"
"Chernihiv","aug_2019_19",84492.0078125,295522.96875,0.285906737367601,"Below"
"Chernihiv","aug_2022_12",296264.71875,295522.96875,1.00250995718924,"Above"
"Chernihiv","feb_2020_25",287118.875,295522.96875,0.971561960867043,"Above"
"Chernihiv","feb_2022_28",296464.25,295522.96875,1.00318513736506,"Above"
"Chernihiv","jul_2019_26",118523.9609375,295522.96875,0.401065140347065,"Below"
"Chernihiv","jul_2022_22",294300,295522.96875,0.995861679533158,"Above"
"Chernihiv","jun_2019_21",296464.25,295522.96875,1.00318513736506,"Above"
"Chernihiv","jun_2020_16",296464.25,295522.96875,1.00318513736506,"Above"
"Chernihiv","mar_2020_03",228907.359375,295522.96875,0.774583986968018,"Above"
"Chernihiv","mar_2021_30",296464.25,295522.96875,1.00318513736506,"Above"
"Chernihiv","mar_2022_10",296464.25,295522.96875,1.00318513736506,"Above"
"Chernihiv","mar_2022_16",153998.90625,295522.96875,0.521106386083569,"Above"
"Chernihiv","mar_2022_18",296464.25,295522.96875,1.00318513736506,"Above"
"Chernihiv","mar_2022_19",296464.25,295522.96875,1.00318513736506,"Above"
"Chernihiv","mar_2022_20",296464.25,295522.96875,1.00318513736506,"Above"
"Chernihiv","mar_2022_21",296464.25,295522.96875,1.00318513736506,"Above"
"Chernihiv","mar_2022_22",296464.25,295522.96875,1.00318513736506,"Above"
"Chernihiv","sep_2020_06",284435.4375,295522.96875,0.96248165989636,"Above"
"Chernihiv","sep_2021_15",296464.25,295522.96875,1.00318513736506,"Above"
"Chernihiv","sep_2022_04",258605.015625,295522.96875,0.875075858634085,"Above"
"Chernivtsi","aug_2020_04",209534.859375,325867.46875,0.643006373660918,"Above"
"Chernivtsi","aug_2021_08",323488.4375,325867.46875,0.9926993901566,"Above"
"Chernivtsi","feb_2020_23",321352.15625,325867.46875,0.986143715059007,"Above"
"Chernivtsi","feb_2021_04",326638.34375,325867.46875,1.00236560894819,"Above"
"Chernivtsi","feb_2021_26",326638.34375,325867.46875,1.00236560894819,"Above"
"Chernivtsi","jul_2019_29",268904.59375,325867.46875,0.825196190284029,"Above"
"Chernivtsi","mar_2019_01",326638.34375,325867.46875,1.00236560894819,"Above"
"Chernivtsi","mar_2019_03",326638.34375,325867.46875,1.00236560894819,"Above"
"Chernivtsi","mar_2019_10",22757.55078125,325867.46875,0.0698368292746313,"Below"
"Chernivtsi","mar_2021_30",138041.90625,325867.46875,0.423613645079446,"Below"
"Chernivtsi","may_2020_01",311169.0625,325867.46875,0.954894527194194,"Above"
"Chernivtsi","may_2022_20",271434.34375,325867.46875,0.832959315611341,"Above"
"Chernivtsi","oct_2019_10",326556.0625,325867.46875,1.00211310982542,"Above"
"Chernivtsi","sep_2020_25",313071.0625,325867.46875,0.960731255871947,"Above"
"Chernivtsi","sep_2022_19",304215.6875,325867.46875,0.933556481311085,"Above"
"Chortkiv","jul_2019_29",1088.45495605469,30881.5234375,0.0352461548167328,"Below"
"Chortkiv","mar_2020_29",501.07373046875,30881.5234375,0.0162256804293627,"Below"
"Chortkiv","mar_2021_06",1672.65466308594,30881.5234375,0.0541636058360645,"Below"
"Chortkiv","mar_2021_24",243.561233520508,30881.5234375,0.00788695654906542,"Below"
"Chortkiv","may_2020_01",10542.1982421875,30881.5234375,0.341375588659785,"Below"
"Chortkiv","sep_2020_25",27925.443359375,30881.5234375,0.90427674061781,"Above"
"Dnipro","apr_2019_22",710542.5,963175.1875,0.73770847632015,"Above"
"Dnipro","apr_2019_27",249198.328125,963175.1875,0.258725859385783,"Below"
"Dnipro","apr_2020_02",951747.25,963175.1875,0.98813514130315,"Above"
"Dnipro","apr_2020_10",717722,963175.1875,0.745162468172489,"Above"
"Dnipro","aug_2019_14",929718.9375,963175.1875,0.9652646263793,"Above"
"Dnipro","aug_2019_24",4017.01220703125,963175.1875,0.00417059353185554,"Below"
"Dnipro","aug_2022_10",20078.884765625,963175.1875,0.0208465552541292,"Below"
"Dnipro","aug_2022_27",918939.4375,963175.1875,0.954072996715356,"Above"
"Dnipro","feb_2020_02",726812.9375,963175.1875,0.754600976989973,"Above"
"Dnipro","feb_2021_19",963860.5625,963175.1875,1.0007115787542,"Above"
"Dnipro","jan_2020_08",694151.75,963175.1875,0.720691063275548,"Above"
"Dnipro","jan_2020_09",1766.32043457031,963175.1875,0.00183385167879474,"Below"
"Dnipro","jan_2020_16",769915.5625,963175.1875,0.799351532817596,"Above"
"Dnipro","jan_2022_13",781103.6875,963175.1875,0.810967410328975,"Above"
"Dnipro","jul_2019_22",732116.1875,963175.1875,0.760106984691194,"Above"
"Dnipro","jul_2019_24",74179.359375,963175.1875,0.0770154384557378,"Below"
"Dnipro","jun_2021_05",951349,963175.1875,0.987721665120241,"Above"
"Dnipro","jun_2021_30",41815.2578125,963175.1875,0.0434139690838952,"Below"
"Dnipro","mar_2020_01",68723.3515625,963175.1875,0.0713508325945118,"Below"
"Dnipro","oct_2020_08",450604.59375,963175.1875,0.467832435467509,"Below"
"Dnipro","oct_2021_09",34081.30078125,963175.1875,0.035384321796859,"Below"
"Dnipro","sep_2019_01",783331,963175.1875,0.81327987905627,"Above"
"Dnipro","sep_2021_30",439864.21875,963175.1875,0.456681426658948,"Below"
"Donetsk","apr_2020_10",413160.4375,720651.6875,0.573315021204332,"Above"
"Donetsk","apr_2021_25",347717.5,720651.6875,0.4825042472408,"Below"
"Donetsk","apr_2022_25",386795.875,720651.6875,0.536730686556534,"Above"
"Donetsk","apr_2022_27",19900.880859375,720651.6875,0.0276151172675565,"Below"
"Donetsk","aug_2020_04",223636.046875,720651.6875,0.310324739057799,"Below"
"Donetsk","aug_2020_18",266495.90625,720651.6875,0.369798490550263,"Below"
"Donetsk","dec_2019_20",18126.638671875,720651.6875,0.0251531204134938,"Below"
"Donetsk","feb_2020_16",113572.78125,720651.6875,0.157597329222933,"Below"
"Donetsk","feb_2022_15",728351.4375,720651.6875,1.01068442651777,"Above"
"Donetsk","jan_2020_02",70689.71875,720651.6875,0.098091380310547,"Below"
"Donetsk","jul_2020_06",636198.25,720651.6875,0.882809630554012,"Above"
"Donetsk","jul_2020_12",5989.33740234375,720651.6875,0.00831100170336276,"Below"
"Donetsk","jul_2021_08",188419.171875,720651.6875,0.261456644233557,"Below"
"Donetsk","jul_2021_13",102226.078125,720651.6875,0.141852270518689,"Below"
"Donetsk","jul_2022_07",381889.875,720651.6875,0.52992295948797,"Above"
"Donetsk","jul_2022_19",120289.59375,720651.6875,0.166917799314804,"Below"
"Donetsk","jul_2022_20",373206.40625,720651.6875,0.51787349245609,"Above"
"Donetsk","jul_2022_27",465832.15625,720651.6875,0.646404031698046,"Above"
"Donetsk","jul_2022_30",81840.828125,720651.6875,0.113565026689818,"Below"
"Donetsk","jun_2019_27",214701.109375,720651.6875,0.297926325711962,"Below"
"Donetsk","jun_2021_21",560518.9375,720651.6875,0.777794525736124,"Above"
"Donetsk","jun_2022_01",642332.6875,720651.6875,0.891321977928484,"Above"
"Donetsk","jun_2022_13",376744.5,720651.6875,0.522783067790985,"Above"
"Donetsk","jun_2022_17",150157.421875,720651.6875,0.208363380644967,"Below"
"Donetsk","mar_2020_17",728788.125,720651.6875,1.01129038846523,"Above"
"Donetsk","mar_2022_11",264867.6875,720651.6875,0.367539120624067,"Below"
"Donetsk","mar_2022_18",489620.6875,720651.6875,0.679413780599799,"Above"
"Donetsk","mar_2022_26",491095.9375,720651.6875,0.681460886053916,"Above"
"Donetsk","mar_2022_30",688790.875,720651.6875,0.955788887957055,"Above"
"Donetsk","may_2019_20",495417.75,720651.6875,0.687457975320428,"Above"
"Donetsk","may_2019_27",17458.552734375,720651.6875,0.0242260623782623,"Below"
"Donetsk","may_2019_31",318716.21875,720651.6875,0.442261114874584,"Below"
"Donetsk","may_2022_07",18697.466796875,720651.6875,0.0259452203071057,"Below"
"Donetsk","may_2022_08",41053.38671875,720651.6875,0.0569670305791798,"Below"
"Donetsk","nov_2019_15",14323.451171875,720651.6875,0.0198756922662101,"Below"
"Donetsk","nov_2020_19",296651.4375,720651.6875,0.411643298205695,"Below"
"Donetsk","oct_2019_03",295952.9375,720651.6875,0.410674036616337,"Below"
"Donetsk","oct_2019_14",95784.75,720651.6875,0.132914071612439,"Below"
"Donetsk","oct_2019_31",719090.0625,720651.6875,0.997833037753068,"Above"
"Donetsk","oct_2020_07",10804.69140625,720651.6875,0.0149929454043636,"Below"
"Donetsk","oct_2021_16",729499.9375,720651.6875,1.01227812291774,"Above"
"Donetsk","oct_2021_21",474664.84375,720651.6875,0.658660559578583,"Above"
"Donetsk","sep_2019_24",686316.5625,720651.6875,0.952355450496326,"Above"
"Donetsk","sep_2019_25",17508.484375,720651.6875,0.024295349166167,"Below"
"Donetsk","sep_2020_26",7933.60205078125,720651.6875,0.011008927320081,"Below"
"Donetsk","sep_2021_14",249223.34375,720651.6875,0.345830514342617,"Below"
"Donetsk","sep_2021_15",330743.5,720651.6875,0.458950566184583,"Below"
"Donetsk","sep_2022_02",47175.15625,720651.6875,0.0654617994632809,"Below"
"Donetsk","sep_2022_03",523246,720651.6875,0.726073370916793,"Above"
"Drohobych","jan_2019_19",120175.59375,120096.03125,1.00066249066828,"Above"
"Drohobych","mar_2019_17",102625.59375,120096.03125,0.854529435168158,"Above"
"Drohobych","mar_2019_23",91502.4609375,120096.03125,0.761910780773615,"Above"
"Drohobych","nov_2019_12",120175.59375,120096.03125,1.00066249066828,"Above"
"Drohobych","nov_2020_19",113320.453125,120096.03125,0.94358199805208,"Above"
"Drohobych","nov_2021_13",118956.3359375,120096.03125,0.990510133427078,"Above"
"Drohobych","oct_2021_06",120175.59375,120096.03125,1.00066249066828,"Above"
"Hremiach","apr_2019_23",804.258422851562,804.258422851562,1,"Above"
"Hremiach","aug_2020_23",41.7577247619629,804.258422851562,0.0519207801565914,"Below"
"Hremiach","may_2019_03",165.55500793457,804.258422851562,0.205848025001195,"Below"
"Hremiach","may_2019_20",41.7577247619629,804.258422851562,0.0519207801565914,"Below"
"Ivano-Frankivsk","apr_2022_20",325013,330361.46875,0.98381025253872,"Above"
"Ivano-Frankivsk","aug_2019_17",306737.3125,330361.46875,0.928489976935302,"Above"
"Ivano-Frankivsk","aug_2022_25",308214.8125,330361.46875,0.932962350803812,"Above"
"Ivano-Frankivsk","feb_2019_07",303961.0625,330361.46875,0.920086303194219,"Above"
"Ivano-Frankivsk","jan_2019_19",288758.34375,330361.46875,0.874067865246467,"Above"
"Ivano-Frankivsk","jan_2020_02",302203.75,330361.46875,0.914766940416686,"Above"
"Ivano-Frankivsk","jan_2020_25",332004.21875,330361.46875,1.00497258353468,"Above"
"Ivano-Frankivsk","jan_2022_21",332004.21875,330361.46875,1.00497258353468,"Above"
"Ivano-Frankivsk","jul_2019_21",332004.21875,330361.46875,1.00497258353468,"Above"
"Ivano-Frankivsk","jul_2020_16",302629.34375,330361.46875,0.916055207331136,"Above"
"Ivano-Frankivsk","jul_2021_25",214341.96875,330361.46875,0.648810436522797,"Above"
"Ivano-Frankivsk","jul_2022_18",138952.296875,330361.46875,0.420606850431918,"Below"
"Ivano-Frankivsk","jul_2022_21",294955.40625,330361.46875,0.892826295288106,"Above"
"Ivano-Frankivsk","mar_2021_03",296655.15625,330361.46875,0.897971417104011,"Above"
"Ivano-Frankivsk","mar_2022_21",331993.53125,330361.46875,1.00494023260695,"Above"
"Ivano-Frankivsk","may_2022_06",203821.875,330361.46875,0.616966245401462,"Above"
"Ivano-Frankivsk","may_2022_18",312194.6875,330361.46875,0.945009382242008,"Above"
"Ivano-Frankivsk","nov_2019_29",319576.65625,330361.46875,0.967354508560557,"Above"
"Ivano-Frankivsk","oct_2021_22",5775.17578125,330361.46875,0.0174813842640358,"Below"
"Kamyanets-Podilskyi","aug_2021_08",90278.625,90048.875,1.00255139223005,"Above"
"Kamyanets-Podilskyi","feb_2019_08",90278.625,90048.875,1.00255139223005,"Above"
"Kamyanets-Podilskyi","feb_2019_16",90278.625,90048.875,1.00255139223005,"Above"
"Kamyanets-Podilskyi","feb_2019_19",90278.625,90048.875,1.00255139223005,"Above"
"Kamyanets-Podilskyi","feb_2020_23",90278.625,90048.875,1.00255139223005,"Above"
"Kamyanets-Podilskyi","feb_2021_25",90278.625,90048.875,1.00255139223005,"Above"
"Kamyanets-Podilskyi","jun_2022_04",89725.1796875,90048.875,0.996405337518098,"Above"
"Kamyanets-Podilskyi","mar_2020_27",90278.625,90048.875,1.00255139223005,"Above"
"Kamyanets-Podilskyi","may_2021_07",90278.625,90048.875,1.00255139223005,"Above"
